Energy	total	scatter	capture	fission
3803.487	17.56274	0	0.1546386	0
3804.097	18.72439	0	0.1685132	0
3804.706	20.05058	0	0.1843446	0
3805.316	21.57874	0	0.2025774	0
3805.925	23.34531	0	0.2236435	0
3806.535	25.40912	0	0.2482412	0
3807.144	27.83256	0	0.27711	0
3807.809	31.00233	0	0.3148481	0
3808.474	34.87934	0	0.3609792	0
3809.139	39.69411	0	0.418234	0
3809.804	45.77485	0	0.4904993	0
3810.137	49.43718	0	0.5340039	0
3810.469	53.59899	0	0.5834263	0
3810.802	58.38215	0	0.6402093	0
3811.134	63.87635	0	0.7054126	0
3811.467	70.26083	0	0.7811569	0
3811.799	77.67568	0	0.8690963	0
3812.132	86.38369	0	0.9723378	0
3812.464	96.59361	0	1.093345	0
3812.852	110.8723	0	1.262511	0
3813.24	128.2178	0	1.467927	0
3813.628	149.2425	0	1.716812	0
3814.016	174.5448	0	2.016209	0
3814.404	204.5989	0	2.37168	0
3814.792	239.5965	0	2.785438	0
3815.18	279.2549	0	3.254079	0
3815.567	322.5115	0	3.764979	0
3816.176	393.616	0	4.604127	0
3816.784	458.7892	0	5.372238	0
3817.088	485.1707	0	5.682626	0
3817.392	505.3272	0	5.919262	0
3817.696	518.0104	0	6.067448	0
3818	522.4049	0	6.117609	0
3818.4	515.1549	0	6.029609	0
3818.8	493.9537	0	5.776889	0
3819.2	461.127	0	5.387069	0
3819.599	420.1319	0	4.901093	0
3820.399	327.8403	0	3.808619	0
3820.799	283.0269	0	3.278683	0
3821.198	242.1255	0	2.795263	0
3821.614	204.6694	0	2.352783	0
3822.029	172.9224	0	1.977922	0
3822.444	146.5333	0	1.666468	0
3822.859	124.9036	0	1.411299	0
3823.275	107.2616	0	1.203265	0
3823.69	92.96071	0	1.034702	0
3824.105	81.302	0	0.8973402	0
3824.52	71.73977	0	0.7847264	0
3824.917	64.14847	0	0.6953601	0
3825.313	57.78476	0	0.6204741	0
3825.71	52.37892	0	0.5568839	0
3826.106	47.77318	0	0.5027255	0
3826.503	43.79921	0	0.4560132	0
3826.899	40.36362	0	0.4156436	0
3827.295	37.36623	0	0.3804355	0
3827.691	34.73578	0	0.3495484	0
3828.484	30.35221	0	0.2981023	0
3829.277	26.87676	0	0.2573421	0
3830.07	24.0757	0	0.2245138	0
3830.862	21.7887	0	0.1977285	0
3831.617	19.97634	0	0.1765165	0
3832.372	18.44626	0	0.1586199	0
3833.127	17.14098	0	0.1433627	0
3833.882	16.01697	0	0.1302328	0
3834.637	15.04165	0	0.1188471	0
3835.392	14.19022	0	0.1089141	0
3836.147	13.44302	0	0.1002029	0
3836.902	12.78396	0	0.0925244	0
3838.412	11.67958	0	0.07967034	0
3839.922	10.79644	0	0.06940554	0
3841.432	10.07905	0	0.06107895	0
3842.942	9.488338	0	0.05423254	0
3844.377	9.018886	0	0.04879944	0
3845.811	8.622024	0	0.04421318	0
3847.246	8.283407	0	0.04030598	0
3848.68	7.990127	0	0.03692691	0
3850.115	7.733539	0	0.03397501	0
3851.549	7.509018	0	0.03139616	0
3854.418	7.137148	0	0.02713546	0
3857.287	6.84422	0	0.0237913	0
3860.156	6.609526	0	0.02112231	0
3863.025	6.418751	0	0.01896186	0
3865.893	6.261872	0	0.01719336	0
3869.668	6.097465	0	0.01535147	0
3873.443	5.963551	0	0.01386123	0
3877.218	5.855714	0	0.01267125	0
3880.993	5.767919	0	0.01171174	0
3884.768	5.695517	0	0.01092905	0
3888.543	5.635561	0	0.01028919	0
3892.318	5.585985	0	0.009768372	0
3896.093	5.544955	0	0.009345521	0
3903.643	5.482552	0	0.008725158	0
3911.193	5.442809	0	0.008364956	0
3918.743	5.415211	0	0.008144672	0
3926.292	5.400564	0	0.008074124	0
3938.372	5.399902	0	0.008227453	0
3950.452	5.422263	0	0.008653673	0
3962.532	5.466333	0	0.00934149	0
3974.611	5.53477	0	0.0103272	0
3986.691	5.634055	0	0.01169447	0
3992.731	5.695961	0	0.01253073	0
3998.77	5.771215	0	0.01353388	0
4004.81	5.855831	0	0.01465433	0
4010.85	5.957873	0	0.01599337	0
4016.89	6.074169	0	0.01751156	0
4022.929	6.215024	0	0.01933869	0
4029.573	6.401933	0	0.02175119	0
4036.217	6.630295	0	0.02468629	0
4042.861	6.913291	0	0.02831068	0
4049.505	7.269477	0	0.03285919	0
4052.827	7.481659	0	0.03556407	0
4056.149	7.722648	0	0.03863301	0
4059.471	7.999109	0	0.04215039	0
4062.793	8.314759	0	0.04616332	0
4066.115	8.678407	0	0.05078337	0
4069.437	9.104172	0	0.05618938	0
4072.759	9.601366	0	0.06249944	0
4076.08	10.17807	0	0.069816	0
4079.402	10.86916	0	0.07858106	0
4082.724	11.70835	0	0.08922198	0
4086.046	12.73207	0	0.102201	0
4089.368	13.99826	0	0.118253	0
4092.69	15.58965	0	0.1384277	0
4094.351	16.54313	0	0.1505159	0
4096.012	17.62748	0	0.1642637	0
4097.673	18.86769	0	0.1799886	0
4099.334	20.2951	0	0.1980884	0
4100.995	21.94909	0	0.219063	0
4102.655	23.87629	0	0.2435047	0
4104.467	26.3553	0	0.2749481	0
4106.279	29.33658	0	0.3127669	0
4108.091	33.00167	0	0.3592673	0
4109.903	37.55793	0	0.4170834	0
4111.715	43.30328	0	0.4900008	0
4112.621	46.75407	0	0.5338024	0
4113.527	50.68532	0	0.5837073	0
4114.433	55.18962	0	0.6408921	0
4115.339	60.38241	0	0.7068243	0
4116.245	66.40802	0	0.7833383	0
4117.151	73.44683	0	0.8727274	0
4118.133	82.4872	0	0.9875478	0
4119.114	93.36534	0	1.125726	0
4120.096	106.6522	0	1.29452	0
4121.077	123.0849	0	1.503307	0
4122.059	143.7459	0	1.76585	0
4122.55	156.0915	0	1.922744	0
4123.04	170.05	0	2.100147	0
4123.531	185.9583	0	2.302346	0
4124.022	204.1248	0	2.533264	0
4124.513	224.9483	0	2.797975	0
4125.003	248.8477	0	3.10181	0
4125.415	271.7515	0	3.39301	0
4125.826	297.5429	0	3.720944	0
4126.238	326.7485	0	4.092316	0
4126.649	359.6502	0	4.510718	0
4127.061	396.8373	0	4.983652	0
4127.472	438.5284	0	5.513909	0
4127.884	485.2492	0	6.108185	0
4128.295	536.9489	0	6.765852	0
4129.118	655.2131	0	8.270497	0
4129.941	788.3236	0	9.964414	0
4130.764	923.3732	0	11.68353	0
4131.587	1039.601	0	13.16377	0
4132.294	1106.282	0	14.01386	0
4132.647	1123.844	0	14.23827	0
4133	1129.633	0	14.31293	0
4133.682	1106.925	0	14.02597	0
4134.364	1043.728	0	13.22371	0
4135.046	950.5384	0	12.03957	0
4135.728	840.9234	0	10.64607	0
4137.092	620.79	0	7.846466	0
4137.774	525.5708	0	6.635142	0
4138.456	444.2299	0	5.600211	0
4138.878	400.7972	0	5.047536	0
4139.299	362.3538	0	4.558309	0
4139.721	328.2893	0	4.124773	0
4140.142	298.3015	0	3.743092	0
4140.564	271.7842	0	3.40556	0
4140.985	248.4261	0	3.108219	0
4141.407	227.7161	0	2.844569	0
4141.828	209.397	0	2.611342	0
4142.671	178.5466	0	2.218536	0
4143.514	153.8749	0	1.904364	0
4144.357	133.9186	0	1.650208	0
4145.2	117.6016	0	1.442377	0
4145.833	107.2498	0	1.310512	0
4146.465	98.24315	0	1.195773	0
4147.097	90.3514	0	1.095228	0
4147.729	83.40144	0	1.006676	0
4148.994	71.77753	0	0.8585545	0
4150.258	62.52948	0	0.7406907	0
4151.523	55.05018	0	0.6453556	0
4152.787	48.93717	0	0.5674252	0
4154.052	43.87325	0	0.5028603	0
4155.316	39.62493	0	0.4486877	0
4156.476	36.29103	0	0.4061704	0
4157.635	33.40535	0	0.3693656	0
4158.794	30.89299	0	0.3373191	0
4159.953	28.69366	0	0.3092628	0
4162.271	25.04491	0	0.2627107	0
4164.589	22.16262	0	0.2259317	0
4166.908	19.84567	0	0.1963628	0
4169.226	17.95703	0	0.1722575	0
4171.544	16.39762	0	0.1523529	0
4173.862	15.10381	0	0.1358377	0
4176.181	14.01214	0	0.1219027	0
4178.499	13.07161	0	0.1098971	0
4180.817	12.26289	0	0.09957483	0
4183.135	11.56403	0	0.09065543	0
4185.454	10.95498	0	0.08288348	0
4187.772	10.42132	0	0.07607477	0
4192.408	9.535235	0	0.06477349	0
4197.045	8.83325	0	0.05582595	0
4201.681	8.268047	0	0.04862796	0
4206.318	7.805863	0	0.04274821	0
4210.954	7.422953	0	0.03788333	0
4215.169	7.129152	0	0.03415616	0
4219.384	6.881328	0	0.03101818	0
4223.599	6.661756	0	0.0282424	0
4227.814	6.472324	0	0.02585321	0
4232.029	6.302627	0	0.02371727	0
4236.244	6.155457	0	0.02187051	0
4244.674	5.906072	0	0.01875466	0
4253.104	5.706933	0	0.01628504	0
4261.534	5.544158	0	0.01428374	0
4269.964	5.408477	0	0.01263195	0
4278.394	5.294333	0	0.01125843	0
4286.403	5.201933	0	0.01016123	0
4294.411	5.121834	0	0.009223666	0
4310.428	4.990117	0	0.007719389	0
4326.445	4.884704	0	0.006559441	0
4342.462	4.799351	0	0.005664157	0
4358.479	4.727582	0	0.004950061	0
4374.496	4.665748	0	0.004370278	0
4390.513	4.611431	0	0.003893875	0
4406.53	4.562977	0	0.003499932	0
4423.39	4.516972	0	0.00315782	0
4440.25	4.474995	0	0.002877118	0
4457.11	4.43512	0	0.002629622	0
4473.97	4.397826	0	0.002426863	0
4490.83	4.36158	0	0.002243562	0
4507.69	4.326927	0	0.002093088	0
4541.41	4.259425	0	0.001842579	0
4575.13	4.193244	0	0.001657988	0
4608.85	4.126638	0	0.001516573	0
4642.57	4.058494	0	0.001408412	0
4676.289	3.987812	0	0.001327492	0
4703.265	3.928611	0	0.001280396	0
4730.241	3.86656	0	0.001246351	0
4784.193	3.732063	0	0.00121269	0
4838.145	3.579973	0	0.00122198	0
4892.097	3.405021	0	0.001275623	0
4919.073	3.306917	0	0.001321174	0
4946.049	3.200256	0	0.001381494	0
4973.025	3.083882	0	0.001458818	0
5000	2.956352	0	0.00155641	0
5026.895	2.816388	0	0.001678353	0
5053.79	2.661624	0	0.001831042	0
5080.685	2.489686	0	0.002023055	0
5107.58	2.297782	0	0.002266609	0
5134.475	2.082852	0	0.002578821	0
5147.923	1.965651	0	0.002768429	0
5161.37	1.841129	0	0.002986777	0
5174.818	1.708956	0	0.003239071	0
5188.265	1.568724	0	0.003532472	0
5201.713	1.420079	0	0.003876265	0
5215.16	1.262883	0	0.004282436	0
5226.717	1.120882	0	0.004694839	0
5238.273	0.9730285	0	0.005180897	0
5249.83	0.8204688	0	0.005755805	0
5261.386	0.6649054	0	0.006440676	0
5272.943	0.5089725	0	0.007264274	0
5284.499	0.3560904	0	0.008251059	0
5290.278	0.2836099	0	0.008839072	0
5296.056	0.2151251	0	0.009494072	0
5298.945	0.1829854	0	0.009850954	0
5301.834	0.1527315	0	0.01023163	0
5304.723	0.1245035	0	0.01063566	0
5307.612	0.09857725	0	0.01106433	0
5309.188	0.08563636	0	0.01131034	0
5310.764	0.07361908	0	0.01156526	0
5312.34	0.06257929	0	0.01182928	0
5313.916	0.05258655	0	0.01210273	0
5315.492	0.04373791	0	0.01238615	0
5316.28	0.0397791	0	0.01253181	0
5317.068	0.03614831	0	0.0126802	0
5317.856	0.03285714	0	0.01283138	0
5318.644	0.02991732	0	0.0129854	0
5319.432	0.0273418	0	0.01314231	0
5320.22	0.0251452	0	0.0133022	0
5320.693	0.02401531	0	0.01339963	0
5321.166	0.02303135	0	0.01349818	0
5321.639	0.02219698	0	0.01359787	0
5322.111	0.02151715	0	0.0136985	0
5322.584	0.02099263	0	0.01380051	0
5323.056	0.0206293	0	0.0139035	0
5323.529	0.02042934	0	0.01400791	0
5324.001	0.0203974	0	0.01411332	0
5324.29	0.02046215	0	0.01417848	0
5324.579	0.02059204	0	0.0142441	0
5324.868	0.02078802	0	0.0143102	0
5325.157	0.02105105	0	0.01437677	0
5325.735	0.02178218	0	0.01451137	0
5326.313	0.02279355	0	0.01464795	0
5326.891	0.02409363	0	0.01478653	0
5327.469	0.02569115	0	0.01492717	0
5328.047	0.02759503	0	0.0150699	0
5328.624	0.02981014	0	0.01521451	0
5329.15	0.03211075	0	0.01534823	0
5329.675	0.03468142	0	0.01548352	0
5330.201	0.03753871	0	0.01562093	0
5330.726	0.04067877	0	0.01575997	0
5331.252	0.04412098	0	0.01590119	0
5331.777	0.04786005	0	0.01604411	0
5332.827	0.05628071	0	0.01633594	0
5333.878	0.06602614	0	0.01663635	0
5334.928	0.077151	0	0.01694508	0
5335.979	0.08975523	0	0.01726308	0
5337.029	0.1039026	0	0.01759012	0
5338.027	0.1188787	0	0.01791003	0
5339.025	0.1354288	0	0.01823914	0
5340.023	0.1536223	0	0.01857772	0
5341.021	0.1735219	0	0.01892601	0
5342.019	0.1952038	0	0.0192843	0
5343.017	0.2187663	0	0.019653	0
5345.013	0.2719761	0	0.02042353	0
5347.009	0.3340665	0	0.02124141	0
5349.005	0.4060257	0	0.02211061	0
5351.001	0.4889581	0	0.0230355	0
5352.997	0.5841043	0	0.02402091	0
5355.309	0.7114301	0	0.02524509	0
5357.62	0.8594353	0	0.02656649	0
5359.932	1.031106	0	0.02799689	0
5362.243	1.229601	0	0.02954717	0
5364.555	1.458933	0	0.0312325	0
5366.866	1.723373	0	0.03306729	0
5369.177	2.028239	0	0.03507048	0
5371.488	2.37966	0	0.03726311	0
5373.8	2.785043	0	0.03967071	0
5376.111	3.252578	0	0.04231966	0
5378.422	3.792573	0	0.04524421	0
5380.733	4.417127	0	0.04848345	0
5383.045	5.14109	0	0.05208518	0
5385.356	5.981338	0	0.0561011	0
5387.667	6.959366	0	0.0605981	0
5389.978	8.101022	0	0.06565468	0
5392.29	9.438639	0	0.07136826	0
5394.601	11.01022	0	0.07784917	0
5396.912	12.86495	0	0.0852407	0
5399.223	15.06374	0	0.0937165	0
5401.535	17.68468	0	0.1034966	0
5403.846	20.82321	0	0.1148419	0
5406.157	24.60556	0	0.1280955	0
5408.468	29.19345	0	0.1436875	0
5410.78	34.8001	0	0.1621761	0
5413.091	41.69697	0	0.1842515	0
5414.247	45.7416	0	0.1969178	0
5415.403	50.25489	0	0.2108445	0
5416.559	55.30121	0	0.2261877	0
5417.714	60.94952	0	0.2431091	0
5418.87	67.29478	0	0.2618385	0
5420.026	74.43021	0	0.2825881	0
5421.182	82.46765	0	0.3056115	0
5422.337	91.5259	0	0.331167	0
5423.493	101.7638	0	0.3596078	0
5424.648	113.3226	0	0.3912167	0
5425.804	126.396	0	0.4263959	0
5426.959	141.1453	0	0.4654314	0
5428.965	171.3155	0	0.5433777	0
5430.97	207.9941	0	0.6350464	0
5432.975	251.7181	0	0.7400936	0
5434.98	301.5639	0	0.854719	0
5436.985	354.3187	0	0.9699793	0
5438.99	405.103	0	1.072016	0
5440.995	446.8003	0	1.143416	0
5441.998	461.8391	0	1.162545	0
5443	471.991	0	1.168841	0
5444.585	477.2316	0	1.151974	0
5445.904	471.6018	0	1.114655	0
5447.223	457.966	0	1.060091	0
5449.861	413.6595	0	0.9191922	0
5452.499	359.4171	0	0.7665417	0
5455.137	306.3594	0	0.6271297	0
5456.456	282.0732	0	0.5659892	0
5457.775	259.6793	0	0.5108534	0
5459.094	239.2444	0	0.461507	0
5460.413	220.7335	0	0.4175931	0
5461.732	204.0429	0	0.3786469	0
5463.051	189.0303	0	0.3441558	0
5464.37	175.5394	0	0.313612	0
5465.688	163.4229	0	0.2865596	0
5467.064	152.0684	0	0.2615509	0
5468.44	141.8848	0	0.2394186	0
5471.192	124.4904	0	0.2023167	0
5473.944	110.312	0	0.1727971	0
5476.696	98.63766	0	0.1490418	0
5479.448	88.92691	0	0.12971	0
5482.2	80.76991	0	0.1138096	0
5484.952	73.85752	0	0.1006067	0
5487.703	67.98701	0	0.08961984	0
5490.455	62.9287	0	0.08033418	0
5493.207	58.48896	0	0.07232174	0
5495.959	54.60264	0	0.06543359	0
5498.711	51.18697	0	0.05948731	0
5501.463	48.16303	0	0.05431353	0
5504.215	45.47075	0	0.04978499	0
5506.967	43.06514	0	0.04580648	0
5509.719	40.9039	0	0.04229045	0
5515.223	37.1852	0	0.03638235	0
5520.727	34.11184	0	0.03165099	0
5526.231	31.5366	0	0.02780614	0
5531.734	29.35239	0	0.02464088	0
5536.988	27.58097	0	0.02215138	0
5542.242	26.02501	0	0.02002067	0
5547.496	24.66029	0	0.01820057	0
5552.749	23.43563	0	0.0166051	0
5558.003	22.36297	0	0.0152489	0
5563.257	21.40402	0	0.01406737	0
5568.511	20.5314	0	0.01301698	0
5573.764	19.75472	0	0.01210959	0
5584.272	18.39918	0	0.01058295	0
5594.779	17.27427	0	0.009384457	0
5605.286	16.319	0	0.008420723	0
5615.793	15.49986	0	0.007641049	0
5627.802	14.7027	0	0.006934345	0
5639.81	14.03321	0	0.006394486	0
5651.819	13.43352	0	0.005945717	0
5663.827	12.91038	0	0.005597151	0
5675.836	12.46113	0	0.005347872	0
5687.844	12.06069	0	0.005167927	0
5699.852	11.70009	0	0.005047776	0
5711.86	11.3775	0	0.004988716	0
5727.872	11.00206	0	0.005012579	0
5743.883	10.67586	0	0.00514937	0
5759.894	10.39197	0	0.005411961	0
5775.905	10.14553	0	0.005824539	0
5791.917	9.93318	0	0.006424071	0
5799.923	9.839346	0	0.006812298	0
5807.928	9.754298	0	0.007276981	0
5815.934	9.677918	0	0.007830297	0
5823.939	9.610715	0	0.008490705	0
5831.945	9.553453	0	0.009282633	0
5839.95	9.507306	0	0.01023792	0
5847.956	9.47395	0	0.01139977	0
5855.962	9.455817	0	0.01282668	0
5862.467	9.454878	0	0.01424035	0
5868.971	9.469291	0	0.01594984	0
5875.476	9.499357	0	0.01796945	0
5881.98	9.554956	0	0.02050616	0
5888.485	9.641224	0	0.02367667	0
5894.989	9.768631	0	0.02770714	0
5898.242	9.852432	0	0.03014559	0
5901.494	9.952924	0	0.0329364	0
5904.746	10.07345	0	0.03615119	0
5907.998	10.21828	0	0.03988066	0
5911.751	10.42285	0	0.04497809	0
5915.504	10.67827	0	0.05115274	0
5919.257	10.9999	0	0.05872958	0
5923.009	11.40674	0	0.06810853	0
5924.886	11.649	0	0.0736187	0
5926.762	11.92732	0	0.07988949	0
5928.639	12.24809	0	0.08705562	0
5930.515	12.61759	0	0.09524757	0
5932.392	13.04572	0	0.104673	0
5934.268	13.54438	0	0.1155798	0
5936.144	14.12957	0	0.1283021	0
5938.02	14.82174	0	0.1432663	0
5939.897	15.64826	0	0.1610423	0
5941.773	16.64391	0	0.1823527	0
5943.649	17.85569	0	0.2081736	0
5945.525	19.34533	0	0.2397854	0
5947.402	21.21049	0	0.2792124	0
5948.34	22.32681	0	0.3027448	0
5949.278	23.59534	0	0.3294381	0
5950.216	25.04366	0	0.3598616	0
5951.154	26.70615	0	0.3947257	0
5952.092	28.62639	0	0.4349294	0
5953.03	30.85988	0	0.4816175	0
5954.156	34.05671	0	0.5483289	0
5955.282	37.97435	0	0.6299347	0
5956.408	42.84307	0	0.7311732	0
5957.534	48.98962	0	0.8587627	0
5958.097	52.68343	0	0.9353431	0
5958.66	56.89281	0	1.022539	0
5959.223	61.71787	0	1.122404	0
5959.786	67.28436	0	1.237518	0
5960.349	73.75106	0	1.371136	0
5960.912	81.31903	0	1.527375	0
5961.475	90.24372	0	1.711466	0
5962.037	100.8297	0	1.929637	0
5962.725	116.6815	0	2.256014	0
5963.413	136.6495	0	2.666696	0
5963.757	148.5625	0	2.911512	0
5964.101	162.0048	0	3.187604	0
5964.445	177.1805	0	3.499121	0
5964.789	194.3051	0	3.850444	0
5965.133	213.5977	0	4.246017	0
5965.477	235.2681	0	4.690085	0
5965.821	259.4991	0	5.186326	0
5966.165	286.423	0	5.737381	0
5966.853	348.4556	0	7.005775	0
5967.54	420.1693	0	8.47009	0
5968.405	518.1844	0	10.4677	0
5969.27	610.9285	0	12.35237	0
5969.703	649.2677	0	13.12859	0
5970.135	678.8169	0	13.72411	0
5970.568	697.6582	0	14.1	0
5971	704.3419	0	14.22706	0
5971.555	694.4966	0	14.01368	0
5972.11	665.1933	0	13.40356	0
5972.665	619.9017	0	12.46831	0
5973.219	563.665	0	11.31146	0
5974.329	438.9533	0	8.754214	0
5974.884	379.349	0	7.534704	0
5975.438	325.4384	0	6.432984	0
5976.085	271.0966	0	5.32372	0
5976.731	226.287	0	4.410089	0
5977.054	207.1799	0	4.020841	0
5977.377	190.0625	0	3.672316	0
5978.023	161.0854	0	3.082778	0
5978.67	137.9201	0	2.61197	0
5979.316	119.3829	0	2.235609	0
5979.962	104.407	0	1.931854	0
5980.608	92.19058	0	1.68431	0
5981.116	84.11809	0	1.520876	0
5981.624	77.14131	0	1.379731	0
5982.132	71.07566	0	1.257109	0
5982.639	65.78223	0	1.150176	0
5983.147	61.11984	0	1.056061	0
5983.655	57.00139	0	0.9729851	0
5984.67	50.09416	0	0.8338051	0
5985.686	44.55621	0	0.7223793	0
5986.701	40.05874	0	0.6320217	0
5987.717	36.35146	0	0.5576505	0
5988.732	33.26515	0	0.4958301	0
5989.748	30.66083	0	0.4437438	0
5990.763	28.44374	0	0.39947	0
5991.779	26.53543	0	0.3614217	0
5992.794	24.88451	0	0.3285573	0
5993.81	23.4448	0	0.2999442	0
5994.825	22.18457	0	0.2749398	0
5995.841	21.07312	0	0.252925	0
5996.856	20.08964	0	0.2334791	0
5998.887	18.4307	0	0.2007644	0
6000.918	17.0937	0	0.1744971	0
6002.949	15.99988	0	0.1530916	0
6004.98	15.09488	0	0.1354549	0
6006.919	14.37087	0	0.1214066	0
6008.858	13.75116	0	0.1094331	0
6010.797	13.21386	0	0.0990963	0
6012.735	12.74689	0	0.09015397	0
6014.674	12.3386	0	0.08237347	0
6016.613	11.97953	0	0.07556602	0
6020.49	11.37948	0	0.06427948	0
6024.368	10.89994	0	0.05536305	0
6028.245	10.50986	0	0.04819949	0
6032.122	10.18738	0	0.04235567	0
6035.999	9.917032	0	0.03752575	0
6039.508	9.707839	0	0.03384186	0
6043.016	9.526167	0	0.03068888	0
6046.524	9.369039	0	0.02800743	0
6050.032	9.227722	0	0.02562863	0
6057.048	8.988779	0	0.02170262	0
6064.064	8.795258	0	0.01863508	0
6071.08	8.634915	0	0.01618843	0
6078.096	8.499454	0	0.01420245	0
6085.112	8.383225	0	0.01256845	0
6092.128	8.282212	0	0.01120946	0
6098.775	8.197778	0	0.01012284	0
6105.422	8.122239	0	0.009192601	0
6112.069	8.05405	0	0.008389696	0
6118.716	7.992932	0	0.007706975	0
6125.363	7.935885	0	0.007092663	0
6132.01	7.883686	0	0.006557829	0
6138.657	7.834456	0	0.006071438	0
6145.303	7.789694	0	0.005655769	0
6151.95	7.746729	0	0.00526814	0
6158.597	7.707292	0	0.004934355	0
6171.891	7.633962	0	0.00434845	0
6185.185	7.567918	0	0.003866505	0
6198.478	7.507868	0	0.003465925	0
6212.511	7.449888	0	0.003112675	0
6226.543	7.396464	0	0.002814781	0
6254.607	7.300649	0	0.002343217	0
6282.672	7.215953	0	0.001985164	0
6310.736	7.140714	0	0.001712772	0
6338.801	7.072509	0	0.001496472	0
6366.865	7.010119	0	0.00132145	0
6394.929	6.952662	0	0.001177719	0
6422.993	6.899534	0	0.00105855	0
6451.058	6.85039	0	9.60E-04	0
6479.123	6.804503	0	8.75E-04	0
6535.252	6.721157	0	7.41E-04	0
6591.381	6.646838	0	6.37E-04	0
6647.51	6.580704	0	5.58E-04	0
6703.639	6.520804	0	4.94E-04	0
6759.768	6.466222	0	4.42E-04	0
6815.897	6.416225	0	3.99E-04	0
6872.026	6.370254	0	3.62E-04	0
6934.064	6.32423	0	3.30E-04	0
6996.101	6.28149	0	3.02E-04	0
7120.176	6.204969	0	2.58E-04	0
7244.251	6.139157	0	2.26E-04	0
7306.288	6.108845	0	2.13E-04	0
7368.325	6.080916	0	2.02E-04	0
7492.4	6.02909	0	1.83E-04	0
7616.474	5.983056	0	1.70E-04	0
7740.549	5.941166	0	1.61E-04	0
7864.623	5.902851	0	1.55E-04	0
7959.156	5.876015	0	1.53E-04	0
8030.056	5.857163	0	1.54E-04	0
8100.956	5.839143	0	1.57E-04	0
8171.856	5.821943	0	1.62E-04	0
8242.756	5.805577	0	1.69E-04	0
8313.656	5.790429	0	1.81E-04	0
8384.556	5.776372	0	1.99E-04	0
8420.006	5.76998	0	2.11E-04	0
8455.456	5.764034	0	2.26E-04	0
8490.906	5.758593	0	2.44E-04	0
8526.355	5.75375	0	2.66E-04	0
8555.897	5.750511	0	2.90E-04	0
8585.439	5.748079	0	3.20E-04	0
8614.981	5.74666	0	3.56E-04	0
8644.522	5.746613	0	4.02E-04	0
8674.064	5.748669	0	4.62E-04	0
8688.835	5.750542	0	4.98E-04	0
8703.605	5.753501	0	5.41E-04	0
8718.376	5.757135	0	5.89E-04	0
8733.147	5.762273	0	6.47E-04	0
8747.918	5.768574	0	7.12E-04	0
8762.688	5.777028	0	7.92E-04	0
8776.721	5.78742	0	8.83E-04	0
8790.753	5.800721	0	9.94E-04	0
8804.785	5.817715	0	0.001128058	0
8818.817	5.839546	0	0.001293443	0
8832.85	5.868005	0	0.001501198	0
8846.882	5.905913	0	0.001768908	0
8860.914	5.956288	0	0.002115201	0
8867.93	5.988362	0	0.002331495	0
8874.946	6.02628	0	0.00258423	0
8882.701	6.076725	0	0.002916587	0
8890.456	6.138542	0	0.003319306	0
8898.211	6.215231	0	0.003813682	0
8905.965	6.311938	0	0.004430929	0
8909.843	6.369821	0	0.004797858	0
8913.72	6.435822	0	0.005214315	0
8917.598	6.511098	0	0.00568726	0
8921.475	6.597548	0	0.006228117	0
8925.353	6.6979	0	0.006853291	0
8929.23	6.814363	0	0.007575987	0
8933.107	6.949809	0	0.008413395	0
8936.984	7.108862	0	0.009393152	0
8941.046	7.311067	0	0.01063369	0
8945.108	7.557629	0	0.01214059	0
8949.17	7.862017	0	0.01399401	0
8953.232	8.24356	0	0.01630878	0
8955.263	8.471574	0	0.01768849	0
8957.294	8.730334	0	0.01925148	0
8959.325	9.025569	0	0.02103166	0
8961.356	9.364395	0	0.02307115	0
8963.387	9.755716	0	0.02542258	0
8965.418	10.21048	0	0.02815061	0
8967.449	10.74151	0	0.03133089	0
8969.479	11.36549	0	0.03506172	0
8971.51	12.11025	0	0.03950724	0
8973.541	13.01148	0	0.04487759	0
8975.572	14.11322	0	0.05143175	0
8977.603	15.47662	0	0.05952904	0
8979.634	17.18989	0	0.06968721	0
8980.65	18.2163	0	0.07576548	0
8981.665	19.38143	0	0.08265945	0
8982.681	20.7134	0	0.09053402	0
8983.696	22.24123	0	0.09955888	0
8984.712	24.00725	0	0.109982	0
8985.727	26.05789	0	0.1220747	0
8986.835	28.69968	0	0.1376395	0
8987.943	31.87118	0	0.1563075	0
8989.051	35.72077	0	0.1789448	0
8990.158	40.44105	0	0.2066747	0
8991.266	46.30424	0	0.2410841	0
8992.374	53.66086	0	0.2842132	0
8992.928	58.0413	0	0.3098738	0
8993.482	62.98218	0	0.3388018	0
8994.036	68.56359	0	0.3714616	0
8994.589	74.86126	0	0.4082915	0
8995.1	81.40629	0	0.4465465	0
8995.61	88.70994	0	0.4892116	0
8996.631	105.923	0	0.5896744	0
8997.652	126.904	0	0.711975	0
8998.672	151.5566	0	0.8554788	0
9000.714	207.0421	0	1.177598	0
9001.735	232.3895	0	1.324147	0
9002.755	251.0898	0	1.431632	0
9003.378	257.7354	0	1.469339	0
9004	260.1056	0	1.4821	0
9004.865	256.0468	0	1.457019	0
9005.729	244.0864	0	1.386039	0
9006.594	225.8881	0	1.278938	0
9007.458	203.7968	0	1.149433	0
9009.187	156.9192	0	0.8755239	0
9010.052	135.4716	0	0.7504923	0
9010.916	116.5575	0	0.6403646	0
9011.521	104.9331	0	0.5727459	0
