Energy	total	scatter	capture	fission
9012.126	94.61428	0	0.5127655	0
9012.731	85.51675	0	0.4599207	0
9013.336	77.52866	0	0.4135511	0
9013.941	70.52802	0	0.3729395	0
9014.546	64.3942	0	0.3373785	0
9015.151	59.01453	0	0.3062084	0
9015.755	54.29489	0	0.2788786	0
9016.36	50.13043	0	0.2547774	0
9016.965	46.45193	0	0.2335006	0
9018.175	40.29548	0	0.1979198	0
9019.385	35.39971	0	0.1696554	0
9020.594	31.45813	0	0.1469235	0
9021.562	28.83383	0	0.1318027	0
9022.53	26.5873	0	0.118869	0
9023.498	24.65113	0	0.1077311	0
9024.466	22.97212	0	0.09808009	0
9025.434	21.50756	0	0.08966848	0
9026.402	20.22258	0	0.08229401	0
9028.337	18.08238	0	0.07002539	0
9030.273	16.37819	0	0.06027102	0
9032.208	15.00125	0	0.05240155	0
9034.144	13.87375	0	0.04596742	0
9036.079	12.94046	0	0.04064965	0
9037.773	12.24912	0	0.03671607	0
9039.467	11.65265	0	0.03332677	0
9041.161	11.13443	0	0.03038604	0
9042.854	10.68158	0	0.02781964	0
9044.548	10.28307	0	0.02556422	0
9046.241	9.930951	0	0.02357399	0
9049.628	9.339655	0	0.02023851	0
9053.016	8.867494	0	0.01758243	0
9056.403	8.479895	0	0.01540776	0
9059.79	8.158063	0	0.01360688	0
9063.177	7.888981	0	0.01210533	0
9066.565	7.661637	0	0.01084025	0
9069.952	7.467871	0	0.009765064	0
9073.34	7.301234	0	0.008843063	0
9076.727	7.156922	0	0.008046908	0
9080.115	7.031009	0	0.007354312	0
9083.502	6.920526	0	0.006748405	0
9090.276	6.736476	0	0.005743579	0
9097.051	6.592389	0	0.004962179	0
9103.825	6.473365	0	0.004320468	0
9110.6	6.375634	0	0.003797081	0
9117.374	6.294471	0	0.00336547	0
9123.181	6.235416	0	0.00305357	0
9128.988	6.183989	0	0.002783663	0
9134.795	6.138759	0	0.002547789	0
9140.601	6.098965	0	0.002341676	0
9152.215	6.03248	0	0.002000961	0
9163.828	5.978947	0	0.001730611	0
9175.442	5.935377	0	0.001514089	0
9187.055	5.899101	0	0.001336765	0
9198.669	5.86912	0	0.001193068	0
9210.282	5.842837	0	0.001069041	0
9222.864	5.81884	0	9.58E-04	0
9235.445	5.798157	0	8.65E-04	0
9248.027	5.780025	0	7.85E-04	0
9260.608	5.764013	0	7.16E-04	0
9273.19	5.749829	0	6.57E-04	0
9285.771	5.737259	0	6.05E-04	0
9310.933	5.715705	0	5.21E-04	0
9336.096	5.697644	0	4.55E-04	0
9361.258	5.682639	0	4.04E-04	0
9386.421	5.669198	0	3.60E-04	0
9411.583	5.65738	0	3.24E-04	0
9440.617	5.645382	0	2.91E-04	0
9469.651	5.634651	0	2.64E-04	0
9498.685	5.6249	0	2.41E-04	0
9527.718	5.61593	0	2.22E-04	0
9556.752	5.607592	0	2.06E-04	0
9585.786	5.599774	0	1.92E-04	0
9614.82	5.592386	0	1.79E-04	0
9643.853	5.585439	0	1.69E-04	0
9701.921	5.57222	0	1.52E-04	0
9759.988	5.559915	0	1.38E-04	0
9818.056	5.548291	0	1.27E-04	0
9876.123	5.537194	0	1.18E-04	0
9938.062	5.525804	0	1.11E-04	0
10000	5.51477	0	1.04E-04	0
10127.99	5.492816	0	9.46E-05	0
10255.98	5.471557	0	8.75E-05	0
10383.97	5.450721	0	8.23E-05	0
10511.95	5.430139	0	7.88E-05	0
10639.94	5.409578	0	7.58E-05	0
10767.93	5.38897	0	7.40E-05	0
11023.9	5.347184	0	7.20E-05	0
11222.28	5.313743	0	7.21E-05	0
11420.66	5.278977	0	7.34E-05	0
11619.04	5.242489	0	7.61E-05	0
11817.42	5.203827	0	8.04E-05	0
12015.8	5.162475	0	8.69E-05	0
12114.99	5.140759	0	9.11E-05	0
12214.18	5.118011	0	9.65E-05	0
12313.37	5.094268	0	1.03E-04	0
12412.56	5.069431	0	1.12E-04	0
12462.16	5.056703	0	1.17E-04	0
12511.75	5.043402	0	1.23E-04	0
12561.35	5.030076	0	1.30E-04	0
12610.94	5.01626	0	1.39E-04	0
12658.94	5.002556	0	1.49E-04	0
12706.93	4.988529	0	1.61E-04	0
12754.93	4.974186	0	1.76E-04	0
12802.92	4.959552	0	1.96E-04	0
12826.92	4.952156	0	2.08E-04	0
12850.92	4.944686	0	2.22E-04	0
12874.92	4.937174	0	2.38E-04	0
12898.91	4.929642	0	2.57E-04	0
12922.91	4.922108	0	2.80E-04	0
12946.91	4.914611	0	3.08E-04	0
12970.91	4.907207	0	3.42E-04	0
12994.9	4.89998	0	3.85E-04	0
13020.5	4.892593	0	4.44E-04	0
13036.5	4.88825	0	4.91E-04	0
13052.5	4.884221	0	5.49E-04	0
13068.5	4.880609	0	6.19E-04	0
13084.5	4.877601	0	7.07E-04	0
13100.5	4.875487	0	8.21E-04	0
13108.5	4.874845	0	8.89E-04	0
13116.5	4.87465	0	9.70E-04	0
13124.5	4.874842	0	0.001060727	0
13132.5	4.875664	0	0.001168612	0
13140.5	4.877087	0	0.001292373	0
13148.49	4.879524	0	0.001442647	0
13156.09	4.882934	0	0.001613958	0
13163.69	4.887713	0	0.001820619	0
13171.29	4.894278	0	0.002073021	0
13178.89	4.903212	0	0.00238582	0
13186.49	4.915364	0	0.00278013	0
13190.29	4.923029	0	0.003017353	0
13194.09	4.931988	0	0.003287149	0
13197.89	4.942454	0	0.003594744	0
13201.69	4.954655	0	0.00394579	0
13205.49	4.969298	0	0.004357847	0
13209.28	4.986789	0	0.004840739	0
13213.28	5.00909	0	0.005445937	0
13217.28	5.036409	0	0.006175672	0
13221.28	5.070242	0	0.00706671	0
13225.28	5.112688	0	0.008170578	0
13229.28	5.16676	0	0.009561157	0
13231.28	5.199463	0	0.010396	0
13233.28	5.236862	0	0.0113463	0
13235.28	5.279792	0	0.01243246	0
13237.28	5.329317	0	0.0136805	0
13239.28	5.386988	0	0.01512825	0
13241.27	5.454537	0	0.01681778	0
13243.47	5.544073	0	0.0190492	0
13245.67	5.653486	0	0.0217665	0
13247.87	5.788951	0	0.02511993	0
13250.07	5.95938	0	0.02932616	0
13251.17	6.061583	0	0.03184327	0
13252.27	6.177891	0	0.03470389	0
13253.37	6.311004	0	0.03797357	0
13254.47	6.464294	0	0.04173407	0
13255.57	6.642029	0	0.04608891	0
13256.67	6.849729	0	0.05117195	0
13257.77	7.094701	0	0.0571602	0
13258.87	7.386783	0	0.06429196	0
13259.97	7.739415	0	0.07289266	0
13261.07	8.171263	0	0.083414	0
13262.17	8.708887	0	0.09649845	0
13263.27	9.39145	0	0.1130928	0
13263.82	9.804774	0	0.1231337	0
13264.37	10.27943	0	0.1346585	0
13264.92	10.82908	0	0.1479969	0
13265.47	11.47167	0	0.1635822	0
13266.02	12.23114	0	0.1819922	0
13266.57	13.13983	0	0.2040067	0
13267.12	14.24174	0	0.2306872	0
13267.67	15.59698	0	0.2634824	0
13268.27	17.46103	0	0.3085628	0
13268.57	18.58607	0	0.3357582	0
13268.87	19.86872	0	0.3667543	0
13269.17	21.33488	0	0.402174	0
13269.47	23.01399	0	0.4427267	0
13269.77	24.93922	0	0.4892101	0
13270.07	27.1473	0	0.5425083	0
13270.37	29.67827	0	0.6035845	0
13270.67	32.57491	0	0.6734673	0
13270.97	35.88181	0	0.7532284	0
13271.27	39.64407	0	0.8439521	0
13271.57	43.90565	0	0.9466934	0
13271.87	48.70715	0	1.062427	0
13272.17	54.08338	0	1.191987	0
13272.47	60.06037	0	1.335996	0
13272.82	67.81094	0	1.522698	0
13273.17	76.39397	0	1.729407	0
13273.87	95.8623	0	2.198109	0
13275.27	140.2051	0	3.264863	0
13275.86	158.2384	0	3.69829	0
13276.45	173.8011	0	4.072013	0
13277.04	185.4504	0	4.351338	0
13277.62	191.9549	0	4.506699	0
13278	193.2148	0	4.536198	0
13278.62	190.0128	0	4.457774	0
13279.23	180.8802	0	4.236707	0
13279.84	166.8274	0	3.897375	0
13280.45	149.3139	0	3.474969	0
13281.7	109.4714	0	2.514985	0
13282.33	90.44772	0	2.056955	0
13282.95	73.79173	0	1.656098	0
13283.55	60.0645	0	1.325856	0
13283.85	54.11978	0	1.182883	0
13284.14	48.94188	0	1.058377	0
13284.44	44.14821	0	0.9431336	0
13284.74	39.89246	0	0.8408437	0
13285.04	36.13413	0	0.7505297	0
13285.33	32.93277	0	0.6736172	0
13285.63	30.02392	0	0.6037487	0
13285.93	27.48087	0	0.5426816	0
13286.23	25.26097	0	0.4893884	0
13286.52	23.38467	0	0.4443559	0
13286.82	21.68685	0	0.4036183	0
13287.11	20.24981	0	0.3691478	0
13287.41	18.94565	0	0.3378739	0
13287.7	17.83706	0	0.3112975	0
13288.27	16.01643	0	0.2676706	0
13288.84	14.5688	0	0.2330022	0
13289.41	13.40048	0	0.2050398	0
13289.97	12.45848	0	0.1825071	0
13290.54	11.66022	0	0.1634236	0
13291.1	10.99887	0	0.1476221	0
13291.67	10.42458	0	0.1339082	0
13292.23	9.938418	0	0.1223053	0
13292.8	9.508256	0	0.1120442	0
13293.36	9.138103	0	0.1032193	0
13294.49	8.516384	0	0.08840836	0
13295.62	8.022398	0	0.07665293	0
13296.75	7.622697	0	0.06715153	0
13297.83	7.307588	0	0.05966914	0
13298.9	7.045515	0	0.05345283	0
13299.98	6.821037	0	0.04813417	0
13301.05	6.630454	0	0.0436237	0
13302.13	6.46414	0	0.03969217	0
13303.2	6.320588	0	0.03630276	0
13304.28	6.193523	0	0.03330628	0
13305.35	6.082502	0	0.03069149	0
13307.5	5.895544	0	0.02629678	0
13309.65	5.746013	0	0.02279176	0
13311.8	5.62445	0	0.01995092	0
13313.94	5.524624	0	0.01762558	0
13315.87	5.448763	0	0.01586426	0
13317.79	5.383981	0	0.01436511	0
13319.72	5.327676	0	0.01306669	0
13321.64	5.278959	0	0.0119475	0
13323.57	5.236073	0	0.0109662	0
13325.49	5.198353	0	0.01010666	0
13329.33	5.13459	0	0.008662914	0
13333.18	5.083046	0	0.007506997	0
13337.03	5.040894	0	0.006571909	0
13340.88	5.005898	0	0.005804786	0
13344.72	4.976515	0	0.005169121	0
13348.35	4.952751	0	0.004662099	0
13351.97	4.932175	0	0.00422948	0
13355.59	4.914147	0	0.003856371	0
13359.21	4.898225	0	0.003532342	0
13362.83	4.884069	0	0.00324947	0
13366.45	4.871479	0	0.003003047	0
13373.69	4.849721	0	0.002589735	0
13380.93	4.831477	0	0.002258027	0
13388.17	4.815978	0	0.001989999	0
13395.41	4.802568	0	0.00177037	0
13402.65	4.790772	0	0.001588174	0
13410.35	4.77961	0	0.001426527	0
13418.04	4.769587	0	0.001291211	0
13425.74	4.760444	0	0.001176547	0
13433.43	4.75203	0	0.001078819	0
13441.13	4.74425	0	9.96E-04	0
13448.82	4.736934	0	9.24E-04	0
13456.51	4.729921	0	8.60E-04	0
13464.2	4.723282	0	8.04E-04	0
13479.59	4.71073	0	7.11E-04	0
13494.97	4.698962	0	6.38E-04	0
13510.36	4.687736	0	5.80E-04	0
13525.74	4.676907	0	5.32E-04	0
13542.94	4.665116	0	4.89E-04	0
13560.14	4.653549	0	4.55E-04	0
13594.53	4.630762	0	4.03E-04	0
13628.93	4.608053	0	3.68E-04	0
13663.32	4.585146	0	3.44E-04	0
13697.72	4.561843	0	3.27E-04	0
13732.11	4.538024	0	3.16E-04	0
13800.89	4.488369	0	3.07E-04	0
13880.54	4.426368	0	3.10E-04	0
13920.37	4.393766	0	3.16E-04	0
13960.19	4.359223	0	3.24E-04	0
14039.84	4.285607	0	3.48E-04	0
14119.49	4.203788	0	3.83E-04	0
14199.14	4.113459	0	4.29E-04	0
14278.79	4.011515	0	4.90E-04	0
14318.62	3.956374	0	5.26E-04	0
14358.44	3.896459	0	5.70E-04	0
14398.26	3.833264	0	6.20E-04	0
14438.08	3.766535	0	6.77E-04	0
14481.53	3.686387	0	7.54E-04	0
14524.98	3.601514	0	8.42E-04	0
14568.43	3.508036	0	9.52E-04	0
14611.87	3.406928	0	0.001086648	0
14655.32	3.295681	0	0.001258526	0
14698.76	3.174626	0	0.001474677	0
14720.49	3.109121	0	0.001609582	0
14742.21	3.040525	0	0.001765084	0
14763.93	2.968895	0	0.001943213	0
14785.65	2.893852	0	0.002149775	0
14807.38	2.814204	0	0.002403337	0
14829.1	2.731509	0	0.002695798	0
14850.82	2.644048	0	0.003061021	0
14872.54	2.552541	0	0.003508569	0
14894.27	2.456634	0	0.004078294	0
14905.13	2.407298	0	0.004417727	0
14915.99	2.357046	0	0.004803903	0
14926.85	2.305912	0	0.005253272	0
14937.71	2.254154	0	0.005775309	0
14948.57	2.202004	0	0.00637807	0
14959.43	2.149677	0	0.007085568	0
14969.39	2.101973	0	0.007867575	0
14979.35	2.054843	0	0.00876253	0
14989.31	2.009179	0	0.009860302	0
14999.26	1.965883	0	0.01119423	0
15009.22	1.926192	0	0.01284006	0
15019.17	1.892203	0	0.01490551	0
15024.15	1.878158	0	0.01614238	0
15029.13	1.866787	0	0.01755222	0
15034.11	1.858674	0	0.01916513	0
15039.08	1.854588	0	0.02101734	0
15044.97	1.856459	0	0.02360647	0
15050.85	1.867547	0	0.02671803	0
15056.73	1.890004	0	0.03046428	0
15062.61	1.929952	0	0.03516704	0
15068.5	1.993154	0	0.04112207	0
15071.44	2.036118	0	0.04469945	0
15074.38	2.088696	0	0.04878176	0
15077.32	2.152873	0	0.0534694	0
15080.26	2.231155	0	0.05888903	0
15083.2	2.326751	0	0.06520234	0
15086.14	2.443795	0	0.07261731	0
15089.09	2.588042	0	0.08142809	0
15092.03	2.764976	0	0.09189829	0
15094.97	2.9848	0	0.1045436	0
15097.91	3.26248	0	0.1201118	0
15100.85	3.617327	0	0.1395645	0
15102.32	3.831739	0	0.1511475	0
15103.79	4.076621	0	0.1642565	0
15105.26	4.357626	0	0.1791716	0
15106.73	4.681781	0	0.1962408	0
15108.2	5.057887	0	0.2158992	0
15109.67	5.497053	0	0.2386954	0
15111.37	6.102282	0	0.2698945	0
15113.07	6.839575	0	0.3076428	0
15114.77	7.748329	0	0.3538785	0
15116.46	8.877233	0	0.4109836	0
15118.16	10.32135	0	0.4836419	0
15119.01	11.19524	0	0.5274472	0
15119.86	12.196	0	0.5774913	0
15120.71	13.34846	0	0.6349875	0
15121.56	14.68342	0	0.7014397	0
15122.41	16.23936	0	0.7787236	0
15123.25	18.04123	0	0.8680369	0
15124.39	21.01371	0	1.01502	0
15125.52	24.73194	0	1.198395	0
15126.09	26.97357	0	1.308739	0
15126.65	29.46135	0	1.431046	0
15127.22	32.32441	0	1.571626	0
15127.78	35.5045	0	1.727581	0
15128.35	39.15999	0	1.90663	0
15128.91	43.20569	0	2.104551	0
15129.48	47.82615	0	2.330312	0
15130.04	52.89001	0	2.577435	0
15131.17	64.73902	0	3.154577	0
15132.3	78.60284	0	3.828066	0
15135.15	116.2738	0	5.64702	0
15135.87	124.0416	0	6.018639	0
15136.58	129.9909	0	6.300987	0
15137.29	133.8138	0	6.479284	0
15138	135.2244	0	6.539967	0
15138.84	133.6466	0	6.453987	0
15139.68	128.7333	0	6.206504	0
15140.52	121.0064	0	5.8234	0
15141.35	111.3517	0	5.348138	0
15143.03	89.03975	0	4.256407	0
15143.87	77.99023	0	3.717968	0
15144.7	67.83969	0	3.224413	0
15145.89	55.13144	0	2.607948	0
15146.49	49.62172	0	2.341217	0
15147.08	44.77918	0	2.107087	0
15147.68	40.40567	0	1.895905	0
15148.27	36.60303	0	1.712522	0
15148.86	33.2456	0	1.550814	0
15149.45	30.28427	0	1.408365	0
15150.05	27.63024	0	1.280864	0
15150.64	25.32762	0	1.170388	0
15151.24	23.2575	0	1.071199	0
15151.83	21.45358	0	0.9848799	0
15153.02	18.39404	0	0.8387721	0
15154.2	15.96613	0	0.7231517	0
15155.15	14.34994	0	0.6463887	0
15156.1	12.97333	0	0.5811628	0
15157.05	11.79196	0	0.5253279	0
15158	10.77096	0	0.4771976	0
15158.95	9.882626	0	0.435435	0
15159.9	9.104789	0	0.39897	0
15160.85	8.419532	0	0.3669392	0
15161.8	7.812336	0	0.3386434	0
15163.7	6.787231	0	0.2910971	0
15165.6	5.959132	0	0.2529498	0
15167.5	5.28019	0	0.2219049	0
15169.4	4.716288	0	0.1963273	0
15171.07	4.295591	0	0.1774009	0
15172.73	3.933431	0	0.16124	0
15174.39	3.61723	0	0.147251	0
15176.05	3.339212	0	0.1350631	0
15177.72	3.091804	0	0.1243214	0
15179.38	2.873022	0	0.1149191	0
15182.7	2.501679	0	0.09921503	0
15186.03	2.198515	0	0.08669432	0
15189.35	1.94668	0	0.07654724	0
15192.67	1.733554	0	0.06817974	0
15195.99	1.551575	0	0.06123096	0
15198.61	1.4259	0	0.05655522	0
15201.22	1.313841	0	0.05248169	0
15206.44	1.121949	0	0.0457409	0
15211.66	0.9643542	0	0.0404504	0
15216.88	0.833796	0	0.03624484	0
15222.11	0.7252843	0	0.03286384	0
15227.33	0.6361077	0	0.03013858	0
15232.55	0.564122	0	0.02793008	0
15237.77	0.5083248	0	0.0261413	0
15241.57	0.4777021	0	0.02506081	0
15245.37	0.4556021	0	0.02414216	0
15249.17	0.4422971	0	0.0233677	0
15252.96	0.4382143	0	0.02272458	0
15255.81	0.4415334	0	0.02231892	0
15258.66	0.4506752	0	0.02197562	0
15261.51	0.466004	0	0.02169125	0
15264.36	0.4879438	0	0.02146301	0
15267.21	0.5169774	0	0.02128855	0
15270.06	0.5536533	0	0.02116601	0
15272.91	0.5985949	0	0.02109397	0
15275.75	0.6523002	0	0.02107142	0
15278.37	0.7104184	0	0.02109365	0
15280.98	0.777195	0	0.02115665	0
15283.59	0.8535906	0	0.02126047	0
15286.2	0.9404436	0	0.02140541	0
15288.82	1.039084	0	0.02159283	0
15291.43	1.149798	0	0.02182211	0
15294.04	1.274096	0	0.02209498	0
15296.65	1.413258	0	0.02241279	0
15299.27	1.569334	0	0.02277867	0
15301.88	1.742724	0	0.02319177	0
15304.49	1.935764	0	0.02365568	0
15307.1	2.150433	0	0.02417303	0
15309.71	2.388939	0	0.02474682	0
15312.32	2.653757	0	0.02538049	0
15314.93	2.947656	0	0.02607791	0
15317.54	3.273745	0	0.02684345	0
15320.16	3.636972	0	0.0276854	0
15322.77	4.038518	0	0.02860293	0
15325.38	4.484144	0	0.02960537	0
15327.99	4.978844	0	0.03069969	0
15330.6	5.528263	0	0.03189375	0
15333.21	6.138803	0	0.03319635	0
15335.82	6.817723	0	0.03461739	0
15338.43	7.573258	0	0.03616796	0
15341.05	8.41817	0	0.03786728	0
15343.66	9.356692	0	0.03971636	0
15346.27	10.40401	0	0.04173706	0
15348.88	11.57393	0	0.04394688	0
15351.49	12.88223	0	0.04636543	0
15354.1	14.34691	0	0.04901468	0
15356.71	15.9885	0	0.05191913	0
15359.32	17.83027	0	0.05510586	0
15362.02	19.97443	0	0.05873149	0
15364.72	22.39451	0	0.06272796	0
15367.42	25.12827	0	0.06713533	0
15370.11	28.20619	0	0.07197807	0
15372.81	31.69836	0	0.07733779	0
15375.5	35.63046	0	0.08322147	0
15378.2	40.08777	0	0.08971948	0
15380.89	45.09636	0	0.09682727	0
15383.59	50.75544	0	0.1046357	0
15386.28	57.08075	0	0.1131105	0
15388.98	64.1601	0	0.1223081	0
15391.67	71.96649	0	0.1321234	0
15397.06	89.84596	0	0.153384	0
15402.45	110.1648	0	0.1754815	0
15406.59	126.4482	0	0.1913947	0
15410.73	141.9992	0	0.2045973	0
15414.87	155.3056	0	0.2133583	0
15419	164.8907	0	0.2163336	0
15423.14	169.8186	0	0.2130364	0
15427.28	169.8439	0	0.2039794	0
15430.54	166.7519	0	0.1936666	0
15433.79	161.4517	0	0.1815242	0
15440.3	146.5757	0	0.1548588	0
15446.81	129.9538	0	0.128871	0
15453.31	113.8366	0	0.1063834	0
15456.57	106.4049	0	0.09661316	0
15459.82	99.52141	0	0.0878466	0
15463.07	93.17768	0	0.07999699	0
15466.32	87.36243	0	0.07298883	0
15469.58	82.03378	0	0.06672223	0
15472.83	77.1897	0	0.06115397	0
15479.33	68.75089	0	0.05174952	0
15483.3	64.31205	0	0.04695775	0
15487.27	60.33861	0	0.04276259	0
15491.24	56.77411	0	0.03907776	0
15495.21	53.56826	0	0.03582973	0
15503.15	48.06276	0	0.03040592	0
15511.09	43.53705	0	0.02610418	0
15519.03	39.81839	0	0.02269193	0
15526.97	36.64532	0	0.0198622	0
15534.91	33.95009	0	0.0175286	0
15542.84	31.64624	0	0.01558965	0
15550.78	29.65482	0	0.01395819	0
15558.72	27.92141	0	0.01257402	0
15566.66	26.40107	0	0.01138932	0
15574.6	25.05826	0	0.01036716	0
15582.54	23.86529	0	0.0094793	0
15590.48	22.79989	0	0.008703461	0
15606.36	20.98244	0	0.007419986	0
15614.3	20.20547	0	0.006888091	0
15622.24	19.51979	0	0.006430153	0
15638.12	18.26822	0	0.005609239	0
15654	17.21354	0	0.004941563	0
15669.87	16.31696	0	0.004392924	0
15685.75	15.54587	0	0.003935999	0
15701.63	14.8751	0	0.00355024	0
15717.51	14.28524	0	0.003220393	0
15733.39	13.76228	0	0.002935674	0
15749.27	13.29581	0	0.002688198	0
15765.15	12.87762	0	0.00247183	0
15796.9	12.16165	0	0.002114488	0
15812.78	11.85392	0	0.001966389	0
15828.66	11.58383	0	0.001840395	0
15860.42	11.08385	0	0.001611456	0
15892.18	10.65878	0	0.001424708	0
15923.93	10.29492	0	0.001271224	0
15957.96	9.959565	0	0.001135351	0
15991.98	9.668443	0	0.001021908	0
16026.01	9.41295	0	9.26E-04	0
16060.03	9.186981	0	8.44E-04	0
16094.06	8.985597	0	7.74E-04	0
16128.08	8.805141	0	7.13E-04	0
16162.11	8.642442	0	6.60E-04	0
16196.13	8.498614	0	6.15E-04	0
16264.18	8.240473	0	5.38E-04	0
16332.23	8.023658	0	4.77E-04	0
16400.28	7.839008	0	4.30E-04	0
16468.33	7.680154	0	3.92E-04	0
16559.07	7.501146	0	3.55E-04	0
16649.8	7.348967	0	3.30E-04	0
16740.54	7.217909	0	3.13E-04	0
16831.27	7.104205	0	3.06E-04	0
16894.79	7.034291	0	3.07E-04	0
16958.3	6.970519	0	3.14E-04	0
17021.82	6.912122	0	3.27E-04	0
17085.33	6.857944	0	3.47E-04	0
17148.85	6.809214	0	3.80E-04	0
17180.61	6.786513	0	4.02E-04	0
17212.36	6.764904	0	4.29E-04	0
17244.12	6.744388	0	4.61E-04	0
17275.87	6.725009	0	5.01E-04	0
17307.63	6.706819	0	5.49E-04	0
17339.38	6.689973	0	6.10E-04	0
17375.68	6.672586	0	6.98E-04	0
17393.83	6.664734	0	7.53E-04	0
17411.97	6.657559	0	8.16E-04	0
17433.52	6.650038	0	9.05E-04	0
17455.07	6.643797	0	0.001013891	0
17476.62	6.639087	0	0.001146487	0
17498.17	6.636285	0	0.001310572	0
17519.72	6.635994	0	0.00151761	0
17541.27	6.639183	0	0.001786019	0
17562.82	6.646844	0	0.002135118	0
17573.6	6.6531	0	0.002354158	0
17584.37	6.661389	0	0.002610707	0
17595.72	6.672867	0	0.002932153	0
17607.06	6.687859	0	0.003319312	0
17618.4	6.707352	0	0.003791185	0
17629.74	6.732785	0	0.004375345	0
17641.09	6.766266	0	0.005112207	0
17646.76	6.786787	0	0.005552477	0
17652.43	6.810644	0	0.006056298	0
17658.1	6.838147	0	0.006629648	0
17663.77	6.870132	0	0.007288543	0
17669.44	6.90706	0	0.008041912	0
17675.11	6.951264	0	0.008934477	0
17681.35	7.009713	0	0.01010443	0
17687.59	7.081142	0	0.01152316	0
17693.83	7.169493	0	0.01326652	0
17700.06	7.280138	0	0.01543783	0
17703.18	7.346362	0	0.01673297	0
17706.3	7.4215	0	0.01819942	0
17709.42	7.507192	0	0.01986881	0
17712.54	7.605476	0	0.02178044	0
17715.66	7.718907	0	0.02398351	0
17718.78	7.85066	0	0.02653925	0
17721.9	8.004397	0	0.02951831	0
17725.01	8.18415	0	0.0329984	0
17728.13	8.399029	0	0.03715536	0
17731.25	8.659002	0	0.04218148	0
17734.37	8.976581	0	0.04831829	0
17737.49	9.369451	0	0.05590726	0
17740.61	9.863342	0	0.06544529	0
17742.17	10.15935	0	0.0711612	0
17743.73	10.49609	0	0.07766318	0
17745.29	10.8813	0	0.08510112	0
17746.85	11.32458	0	0.0936603	0
17748.41	11.83793	0	0.1035726	0
17749.96	12.43261	0	0.115056	0
17751.67	13.21087	0	0.1300855	0
17753.37	14.1473	0	0.148171	0
17755.07	15.2964	0	0.1703668	0
17756.77	16.7285	0	0.198033	0
17757.62	17.58055	0	0.2144953	0
17758.47	18.54438	0	0.2331189	0
17759.32	19.64032	0	0.2542974	0
17760.17	20.89354	0	0.2785174	0
17761.02	22.33541	0	0.3063865	0
17761.87	24.00546	0	0.338669	0
17762.72	25.95381	0	0.3763358	0
17763.57	28.24465	0	0.4206293	0
17764.57	31.49158	0	0.4834175	0
17765.56	35.46102	0	0.5601894	0
17766.55	40.41237	0	0.6559683	0
17767.54	46.64554	0	0.7765633	0
17768.04	50.39691	0	0.8491518	0
17768.54	54.62471	0	0.9309669	0
17769.04	59.38694	0	1.023133	0
17769.53	64.62939	0	1.124602	0
17770.03	70.62252	0	1.240612	0
17770.52	77.17635	0	1.367488	0
17771.51	92.61955	0	1.666498	0
17772.32	107.4925	0	1.954521	0
17773.13	124.2191	0	2.2785	0
17774.75	161.1787	0	2.994604	0
17776.37	196.344	0	3.676349	0
17777.18	210.0362	0	3.942019	0
17777.98	219.3415	0	4.122792	0
17778.49	222.6558	0	4.187358	0
17779	223.7573	0	4.209079	0
17779.79	221.0184	0	4.156629	0
17780.57	213.2819	0	4.007347	0
17781.36	201.0832	0	3.771586	0
17782.14	185.7895	0	3.475796	0
17785.27	115.4054	0	2.113357	0
17786.09	99.38595	0	1.803096	0
17786.9	85.54317	0	1.534944	0
17787.71	73.71658	0	1.305811	0
17788.52	63.78848	0	1.11343	0
17789.33	55.54855	0	0.9537352	0
17790.14	48.75021	0	0.8219594	0
17790.95	43.14873	0	0.7133668	0
17791.76	38.5228	0	0.6236736	0
17792.51	34.94471	0	0.5542878	0
17793.25	31.95419	0	0.496289	0
17794	29.37044	0	0.4461729	0
17794.74	27.18316	0	0.4037422	0
17795.49	25.26863	0	0.3665985	0
17796.23	23.62712	0	0.334748	0
17796.98	22.17274	0	0.3065257	0
17797.72	20.91141	0	0.2820472	0
17799.21	18.79252	0	0.2409205	0
17800.7	17.10833	0	0.2082256	0
17802.19	15.74799	0	0.1818133	0
17803.67	14.64039	0	0.1603052	0
17805.1	13.74874	0	0.1429885	0
17806.52	12.99997	0	0.1284453	0
17807.94	12.36012	0	0.1160163	0
17809.36	11.80867	0	0.1053038	0
17810.78	11.33001	0	0.09600482	0
17812.2	10.91201	0	0.08788382	0
17813.62	10.54495	0	0.08075247	0
17815.04	10.22096	0	0.07445767	0
17817.88	9.677432	0	0.06389801	0
17820.72	9.242195	0	0.05544294	0
17823.56	8.888219	0	0.04856769	0
17826.4	8.596605	0	0.04290518	0
17829.11	8.364197	0	0.03839388	0
17831.82	8.16735	0	0.0345745	0
17834.53	7.998267	0	0.03129548	0
17837.23	7.852016	0	0.02846086	0
17839.94	7.72404	0	0.02598215	0
17842.64	7.612408	0	0.02382171	0
17845.35	7.513774	0	0.02191454	0
17848.05	7.426803	0	0.02023456	0
17853.47	7.279786	0	0.01739954	0
17858.88	7.161659	0	0.01512781	0
17864.29	7.065058	0	0.01327598	0
17869.7	6.984975	0	0.0117465	0
17874.58	6.923874	0	0.01058427	0
17879.45	6.871354	0	0.009589574	0
17884.32	6.825862	0	0.008732142	0
17889.19	6.786546	0	0.007995423	0
17894.06	6.751493	0	0.007342011	0
17898.93	6.720269	0	0.006763473	0
17908.67	6.667502	0	0.005795671	0
