1.00E-05	33.94566	33.44386	0.5018016	0		
1.06E-05	32.95547	32.46865	0.4868191	0		
1.13E-05	32.04966	31.57655	0.4731031	0		
1.19E-05	31.21691	30.75643	0.4604848	0		
1.25E-05	30.44798	29.99916	0.448825	0		
1.38E-05	29.07198	28.64404	0.4279379	0		
1.50E-05	27.87349	27.46377	0.4097193	0		
1.63E-05	26.81761	26.42396	0.3936456	0		
1.75E-05	25.87831	25.49899	0.3793264	0		
1.88E-05	25.03579	24.66932	0.3664641	0		
2.00E-05	24.27462	23.91979	0.3548273	0		
2.19E-05	23.25944	22.92016	0.3392798	0		
2.38E-05	22.36888	22.04326	0.3256119	0		
2.56E-05	21.57962	21.26614	0.3134729	0		
2.75E-05	20.87402	20.57142	0.3025977	0		
2.94E-05	20.23844	19.94566	0.2927811	0		
3.13E-05	19.66219	19.37833	0.2838618	0		
3.31E-05	19.13668	18.86097	0.275711	0		
3.50E-05	18.655	18.38678	0.2682242	0		
3.88E-05	17.80141	17.54649	0.2549154	0		
4.25E-05	17.06652	16.82311	0.2434095	0		
4.63E-05	16.4256	16.19227	0.233333	0		
5.00E-05	15.86056	15.63615	0.2244124	0		
5.31E-05	15.43776	15.22005	0.217712	0		
5.63E-05	15.05203	14.84045	0.2115781	0		
5.94E-05	14.69838	14.49244	0.205935	0		
6.25E-05	14.37271	14.17199	0.2007206	0		
6.88E-05	13.79223	13.60085	0.1913795	0		
7.50E-05	13.28934	13.10611	0.183232	0		
8.13E-05	12.84862	12.67258	0.1760436	0		
8.75E-05	12.45863	12.28899	0.1696398	0		
9.38E-05	12.11064	11.94675	0.1638876	0		
1.00E-04	11.79787	11.63919	0.1586835	0		
1.06E-04	11.51499	11.36105	0.1539456	0		
1.13E-04	11.25771	11.1081	0.1496082	0		
1.19E-04	11.02254	10.87692	0.1456179	0		
1.25E-04	10.80664	10.66471	0.1419308	0		
1.38E-04	10.42351	10.28819	0.1353257	0		
1.50E-04	10.09354	9.963979	0.1295645	0		
1.63E-04	9.806038	9.681556	0.1244815	0		
1.75E-04	9.553059	9.433106	0.1199534	0		
1.88E-04	9.328576	9.21269	0.1158859	0		
2.00E-04	9.127913	9.015707	0.1122061	0		
