1.00E-05	136.9772	26.48822	110.489	0			
1.06E-05	132.9117	25.72165	107.1901	0			
1.13E-05	129.1905	25.02055	104.17	0			
1.19E-05	125.7678	24.37617	101.3916	0			
1.25E-05	122.6056	23.78131	98.82428	0			
1.38E-05	116.9424	22.71721	94.22521	0			
1.50E-05	112.0045	21.79082	90.21373	0			
1.63E-05	107.6495	20.97504	86.6745	0			
1.75E-05	103.7713	20.24969	83.5216	0			
1.88E-05	100.2889	19.59938	80.68949	0			
2.00E-05	97.13938	19.01215	78.12723	0			
2.19E-05	92.93327	18.2294	74.70386	0			
2.38E-05	89.23758	17.54323	71.69435	0			
2.56E-05	85.95706	16.93554	69.02152	0			
2.75E-05	83.01957	16.39264	66.62692	0			
2.94E-05	80.36939	15.90397	64.46542	0			
3.13E-05	77.96271	15.46121	62.5015	0			
3.31E-05	75.7645	15.05772	60.70678	0			
3.50E-05	73.74642	14.68815	59.05828	0			
3.88E-05	70.16171	14.03388	56.12784	0			
4.25E-05	67.06571	13.47136	53.59435	0			
4.63E-05	64.35706	12.98145	51.37561	0			
5.00E-05	61.96152	12.55011	49.41141	0			
5.31E-05	60.16379	12.22775	47.93604	0			
5.63E-05	58.51938	11.93398	46.5854	0			
5.94E-05	57.00778	11.66493	45.34284	0			
6.25E-05	55.61213	11.41744	44.19468	0			
6.88E-05	53.1149	10.97703	42.13787	0			
7.50E-05	50.94012	10.59629	40.34384	0			
8.13E-05	49.02433	10.26332	38.76101	0			
8.75E-05	47.32024	9.969293	37.35095	0			
9.38E-05	45.79182	9.707467	36.08435	0			
1.00E-04	44.41106	9.472622	34.93844	0			
1.06E-04	43.15581	9.260638	33.89518	0			
1.13E-04	42.00832	9.068214	32.94011	0			
1.19E-04	40.95414	8.892673	32.06146	0			
1.25E-04	39.98139	8.731818	31.24957	0			
1.38E-04	38.24231	8.447169	29.79514	0			
1.50E-04	36.72944	8.202911	28.52653	0			
1.63E-04	35.39811	7.990842	27.40727	0			
1.75E-04	34.21505	7.804885	26.41017	0			
1.88E-04	33.15494	7.640427	25.51451	0			
2.00E-04	32.19809	7.4939	24.7042	0			
2.19E-04	30.92329	7.301744	23.62155	0			
2.38E-04	29.80628	7.136506	22.66977	0			
2.56E-04	28.81735	6.992882	21.82447	0			
2.75E-04	27.93405	6.86689	21.06716	0			
2.94E-04	27.13903	6.755473	20.38356	0			
3.13E-04	26.41869	6.656251	19.76244	0			
3.31E-04	25.76217	6.567335	19.19483	0			
3.50E-04	25.16067	6.487212	18.67346	0			
3.88E-04	24.09528	6.34863	17.74665	0			
4.25E-04	23.17839	6.233023	16.94537	0			
4.63E-04	22.37879	6.135168	16.24362	0			
5.00E-04	21.67369	6.051312	15.62238	0			
5.31E-04	21.14585	5.990106	15.15574	0			
5.63E-04	20.664	5.935454	14.72854	0			
5.94E-04	20.2219	5.886371	14.33553	0			
6.25E-04	19.81443	5.842056	13.97237	0			
6.88E-04	19.08702	5.765227	13.3218	0			
7.50E-04	18.45529	5.700959	12.75433	0			
8.13E-04	17.90009	5.646431	12.25366	0			
8.75E-04	17.40723	5.599603	11.80763	0			
9.38E-04	16.96593	5.558962	11.40697	0			
0.001	16.56785	5.523366	11.04448	0			
0.0010625	16.20639	5.491935	10.71446	0			
0.001125	15.87631	5.463982	10.41232	0			
0.0011875	15.57332	5.438961	10.13436	0			
0.00125	15.29395	5.416437	9.877512	0			
0.001375	14.7949	5.377521	9.417376	0			
0.0015	14.36109	5.345084	9.016008	0			
