0	0
10	1.850569e-9
11	1.940894e-9
12	2.027196e-9
13	2.109973e-9
14	2.189621e-9
15	2.266473e-9
16	2.340803e-9
17	2.412844e-9
18	2.482795e-9
19	2.550829e-9
20	2.617094e-9
21	2.681723e-9
22	2.74483e-9
23	2.806519e-9
24	2.86688e-9
25	2.925996e-9
26	2.983942e-9
27	3.040783e-9
28	3.096582e-9
29	3.151392e-9
30	3.205264e-9
31	3.258247e-9
32	3.310381e-9
33	3.361708e-9
34	3.412261e-9
35	3.462077e-9
36	3.511186e-9
37	3.559617e-9
38	3.6074e-9
39	3.654556e-9
40	3.701112e-9
41	3.747089e-9
42	3.792509e-9
43	3.837391e-9
44	3.881754e-9
45	3.925616e-9
46	3.968994e-9
47	4.011902e-9
48	4.054356e-9
49	4.096371e-9
50	4.137958e-9
51	4.179131e-9
52	4.219903e-9
53	4.260285e-9
54	4.300288e-9
55	4.339921e-9
56	4.379197e-9
57	4.418123e-9
58	4.456708e-9
59	4.494963e-9
60	4.532894e-9
61	4.570511e-9
62	4.607821e-9
63	4.644831e-9
64	4.681548e-9
65	4.71798e-9
66	4.754132e-9
67	4.790012e-9
68	4.825625e-9
69	4.860977e-9
70	4.896073e-9
71	4.93092e-9
72	4.965522e-9
73	4.999885e-9
74	5.034012e-9
75	5.067911e-9
76	5.101584e-9
77	5.135036e-9
78	5.168271e-9
79	5.201295e-9
80	5.234109e-9
81	5.266719e-9
82	5.299129e-9
83	5.331342e-9
84	5.363361e-9
85	5.39519e-9
86	5.426832e-9
87	5.45829e-9
88	5.489569e-9
89	5.52067e-9
90	5.551597e-9
91	5.582353e-9
92	5.61294e-9
93	5.643361e-9
94	5.673619e-9
95	5.703717e-9
96	5.733656e-9
97	5.76344e-9
98	5.793071e-9
99	5.822551e-9
100	5.851882e-9
110	6.13749e-9
120	6.410384e-9
130	6.672121e-9
140	6.923971e-9
150	7.166972e-9
160	7.401998e-9
170	7.629785e-9
180	7.850964e-9
190	8.066079e-9
200	8.275601e-9
210	8.479947e-9
220	8.679481e-9
230	8.874527e-9
240	9.065376e-9
250	9.252286e-9
260	9.435494e-9
270	9.61521e-9
280	9.791625e-9
290	9.964917e-9
300	1.013525e-8
310	1.030276e-8
320	1.046758e-8
330	1.062985e-8
340	1.078968e-8
350	1.094717e-8
360	1.110243e-8
370	1.125555e-8
380	1.140661e-8
390	1.155569e-8
400	1.170287e-8
410	1.184822e-8
420	1.199181e-8
430	1.21337e-8
440	1.227395e-8
450	1.241261e-8
460	1.254974e-8
470	1.268539e-8
480	1.28196e-8
490	1.295241e-8
500	1.308388e-8
510	1.321404e-8
520	1.334292e-8
530	1.347057e-8
540	1.359703e-8
550	1.372231e-8
560	1.384647e-8
570	1.396952e-8
580	1.409149e-8
590	1.42124e-8
600	1.433231e-8
610	1.445121e-8
620	1.456915e-8
630	1.468614e-8
640	1.480219e-8
650	1.491735e-8
660	1.503162e-8
670	1.514504e-8
680	1.525759e-8
690	1.536934e-8
700	1.548027e-8
710	1.559041e-8
720	1.569977e-8
730	1.580839e-8
740	1.591626e-8
