1.00E-05	30.65908	23.30747	7.351605	0
1.06E-05	29.76558	22.63347	7.132104	0
1.13E-05	28.94822	22.01706	6.931159	0
1.19E-05	28.19682	21.45052	6.746295	0
1.25E-05	27.50302	20.92754	6.575475	0
1.38E-05	26.26151	19.99204	6.269469	0
1.50E-05	25.18021	19.17765	6.00256	0
1.63E-05	24.22761	18.46054	5.767072	0
1.75E-05	23.38024	17.82295	5.55729	0
1.88E-05	22.62019	17.25134	5.368852	0
2.00E-05	21.93357	16.7352	5.198369	0
2.19E-05	21.01785	16.04726	4.970591	0
2.38E-05	20.21458	15.44423	4.77035	0
2.56E-05	19.50273	14.91022	4.592509	0
2.75E-05	18.86636	14.43317	4.433183	0
2.94E-05	18.29317	14.0038	4.289365	0
3.13E-05	17.7735	13.6148	4.158694	0
3.31E-05	17.29961	13.26033	4.03928	0
3.50E-05	16.86527	12.93567	3.929596	0
3.88E-05	16.09559	12.36097	3.734616	0
4.25E-05	15.43299	11.86694	3.566049	0
4.63E-05	14.85514	11.43672	3.418424	0
5.00E-05	14.34573	11.05799	3.287734	0
5.31E-05	13.96456	10.77499	3.18957	0
5.63E-05	13.61681	10.5171	3.099705	0
5.94E-05	13.29798	10.28095	3.017031	0
6.25E-05	13.00438	10.06374	2.940638	0
6.88E-05	12.48106	9.677272	2.803788	0
7.50E-05	12.02766	9.343235	2.684422	0
8.13E-05	11.63028	9.051174	2.579109	0
8.75E-05	11.27861	8.793314	2.485291	0
9.38E-05	10.96476	8.563741	2.401018	0
1.00E-04	10.68264	8.357864	2.324776	0
1.06E-04	10.42743	8.172064	2.255363	0
1.13E-04	10.19526	8.003439	2.191818	0
1.19E-04	9.982996	7.849637	2.133359	0
1.25E-04	9.788068	7.708727	2.079341	0
1.38E-04	9.44201	7.459437	1.982573	0
1.50E-04	9.143759	7.245592	1.898168	0
1.63E-04	8.883689	7.059989	1.8237	0
1.75E-04	8.654652	6.897292	1.75736	0
1.88E-04	8.451218	6.753448	1.69777	0
2.00E-04	8.269182	6.625323	1.643858	0
2.19E-04	8.029187	6.457359	1.571828	0
2.38E-04	7.821488	6.312983	1.508505	0
2.56E-04	7.639805	6.187538	1.452267	0
2.75E-04	7.479414	6.077532	1.401883	0
2.94E-04	7.336688	5.980285	1.356403	0
3.13E-04	7.208789	5.893709	1.31508	0
3.31E-04	7.093467	5.816149	1.277318	0
3.50E-04	6.988909	5.746277	1.242632	0
3.88E-04	6.806447	5.625473	1.180973	0
4.25E-04	6.652409	5.524742	1.127667	0
4.63E-04	6.520498	5.439515	1.080983	0
5.00E-04	6.40616	5.366506	1.039654	0
5.31E-04	6.321843	5.313232	1.008612	0
5.63E-04	6.245867	5.265674	0.9801932	0
5.94E-04	6.177019	5.22297	0.9540489	0
6.25E-04	6.114312	5.184422	0.9298908	0
6.88E-04	6.004221	5.117607	0.8866143	0
7.50E-04	5.910597	5.06173	0.848867	0
8.13E-04	5.829895	5.014331	0.8155635	0
8.75E-04	5.759527	4.973632	0.7858954	0
9.38E-04	5.697561	4.938315	0.7592459	0
0.001	5.64252	4.907384	0.7351355	0
0.0010625	5.59326	4.880075	0.7131852	0
0.001125	5.54888	4.855789	0.6930904	0
0.0011875	5.508656	4.834053	0.6746037	0
0.00125	5.472006	4.814485	0.6575214	0
0.001375	5.407599	4.780679	0.6269203	0
0.0015	5.35273	4.752501	0.6002287	0
0.001625	5.305336	4.728657	0.5766795	0
0.00175	5.263918	4.708217	0.5557006	0
0.001875	5.227359	4.690503	0.5368563	0
0.002	5.19481	4.675002	0.5198075	0
0.0021875	5.152102	4.655073	0.4970291	0
0.002375	5.115295	4.63829	0.4770046	0
0.0025625	5.083183	4.623963	0.4592203	0
0.00275	5.054877	4.61159	0.4432874	0
0.0029375	5.029701	4.600796	0.4289054	0
0.003125	5.007135	4.591297	0.4158378	0
0.0033125	4.986769	4.582874	0.4038958	0
0.0035	4.968279	4.575352	0.3929265	0
0.003875	4.93592	4.562494	0.3734261	0
0.00425	4.90847	4.551904	0.3565662	0
0.004625	4.884832	4.543031	0.3418003	0
0.005	4.864218	4.535489	0.3287283	0
0.0053125	4.848927	4.530017	0.3189098	0
0.005625	4.835075	4.525154	0.3099214	0
0.0059375	4.822454	4.520801	0.3016524	0
0.00625	4.810896	4.516885	0.2940115	0
0.006875	4.790441	4.510118	0.2803227	0
0.0075	4.772861	4.50448	0.2683812	0
0.008125	4.757552	4.499708	0.257844	0
0.00875	4.744074	4.495618	0.2484564	0
0.009375	4.732097	4.492073	0.2400243	0
0.01	4.721368	4.488971	0.2323971	0
0.010625	4.711688	4.486233	0.2254549	0
0.01125	4.702901	4.483799	0.2191012	0
0.011875	4.694879	4.481622	0.2132569	0
0.0125	4.687519	4.479662	0.2078569	0
0.01375	4.674457	4.476275	0.1981813	0
0.015	4.66319	4.473453	0.1897371	0
0.01625	4.653346	4.471063	0.1822829	0
0.0175	4.644655	4.469015	0.1756401	0
0.01875	4.636912	4.467239	0.1696728	0
0.02	4.629959	4.465685	0.1642743	0
0.021325	4.623315	4.464236	0.1590791	0
0.02265	4.617303	4.462955	0.1543475	0
0.023975	4.61183	4.461816	0.1500145	0
0.0253	4.606823	4.460795	0.1460275	0
0.02684375	4.601495	4.459733	0.1417617	0
0.0283875	4.596636	4.458785	0.1378509	0
0.02993125	4.592184	4.457935	0.1342485	0
0.031475	4.588083	4.457168	0.1309152	0
0.0345625	4.580765	4.455837	0.1249276	0
0.03765	4.574407	4.454723	0.1196841	0
0.0407375	4.568819	4.453776	0.1150438	0
0.043825	4.563862	4.45296	0.1109021	0
0.0469125	4.559428	4.452251	0.1071766	0
0.05	4.55543	4.451628	0.1038022	0
0.053125	4.551762	4.45107	0.1006919	0
0.05625	4.54842	4.450573	0.09784692	0
0.059375	4.54536	4.450127	0.09523323	0
0.0625	4.542545	4.449724	0.09282072	0
0.06875	4.537519	4.449026	0.08849369	0
0.075	4.533148	4.44844	0.08470777	0
0.08125	4.529306	4.447941	0.0813646	0
0.0875	4.525897	4.44751	0.07838641	0
0.09375	4.522845	4.447134	0.07571137	0
0.1	4.520093	4.446802	0.07329122	0
0.10625	4.517594	4.446506	0.07108791	0
0.1125	4.515312	4.44624	0.06907154	0
0.11875	4.51322	4.446001	0.06721983	0
0.125	4.511297	4.445783	0.06551369	0
0.1375	4.507851	4.445401	0.06245011	0
