						
						
Energy	total	scatter	capture	fission		
11900.13	6.678878	0	0.001885825	0		
11910.88	6.68495	0	0.002158927	0		
11916.26	6.688607	0	0.002318858	0		
11921.63	6.693	0	0.00250657	0		
11927.01	6.698176	0	0.002724246	0		
11932.38	6.704275	0	0.002977279	0		
11937.76	6.711535	0	0.00327522	0		
11943.13	6.720216	0	0.003628255	0		
11948.5	6.730713	0	0.004052117	0		
11953.87	6.743548	0	0.004567608	0		
11958.53	6.75714	0	0.005111453	0		
11963.19	6.773624	0	0.005769544	0		
11967.85	6.793708	0	0.006570255	0		
11972.51	6.81913	0	0.007583139	0		
11974.84	6.83435	0	0.008189589	0		
11977.17	6.851629	0	0.008878284	0		
11979.5	6.871357	0	0.009664921	0		
11981.83	6.894022	0	0.0105692	0		
11984.16	6.920241	0	0.01161604	0		
11986.49	6.950802	0	0.01283731	0		
11988.82	6.986727	0	0.01427434	0		
11991.14	7.029148	0	0.01597306	0		
11993.47	7.080128	0	0.0180169	0		
11995.8	7.141731	0	0.0204898	0		
11998.13	7.217353	0	0.02352956	0		
12000.45	7.311662	0	0.02732603	0		
12001.62	7.36854	0	0.02961829	0		
12002.78	7.43256	0	0.0322004	0		
12003.95	7.506271	0	0.03517576	0		
12005.11	7.590211	0	0.03856678	0		
12006.28	7.688133	0	0.04252595	0		
12007.44	7.801275	0	0.04710434	0		
12008.6	7.93415	0	0.05248582	0		
12009.76	8.091676	0	0.05887126	0		
12010.93	8.282291	0	0.06660482	0		
12012.09	8.512047	0	0.07593486	0		
12013.26	8.798308	0	0.08757035	0		
12014.42	9.155479	0	0.102102	0		
12015.01	9.373897	0	0.1109948	0		
12015.59	9.619074	0	0.1209821	0		
12016.17	9.900725	0	0.132461	0		
12016.75	10.22689	0	0.1457611	0		
12017.34	10.61524	0	0.1616054	0		
12017.92	11.06689	0	0.1800425	0		
12018.5	11.60704	0	0.2021049	0		
12019.08	12.26193	0	0.2288698	0		
12019.71	13.14595	0	0.265022	0		
12020.03	13.68332	0	0.2870093	0		
12020.34	14.27392	0	0.3111823	0		
12020.66	14.96854	0	0.3396229	0		
12020.97	15.73808	0	0.3711419	0		
12021.28	16.61911	0	0.4072391	0		
12021.59	17.63028	0	0.4486819	0		
12021.91	18.83306	0	0.4979939	0		
12022.22	20.17666	0	0.5530965	0		
12022.53	21.7222	0	0.6165001	0		
12022.84	23.49772	0	0.6893595	0		
12023.16	25.60285	0	0.7757695	0		
12023.47	27.93651	0	0.8715864	0		
12023.78	30.58887	0	0.9805168	0		
12024.09	33.58608	0	1.103641	0		
12024.5	38.11577	0	1.289773	0		
12024.9	43.18202	0	1.498018	0		
12025.3	48.88883	0	1.732664	0		
12025.7	55.20178	0	1.992313	0		
12026.51	69.47298	0	2.57957	0		
12027.31	84.42736	0	3.195394	0		
12027.89	94.74	0	3.620421	0		
12028.46	103.5127	0	3.982351	0		
12029.03	110.1346	0	4.256024	0		
12029.6	113.9548	0	4.414598	0		
12030	114.738	0	4.447858	0		
12030.64	112.6317	0	4.36286	0		
12031.28	106.6754	0	4.119349	0		
12031.92	97.62167	0	3.748165	0		
12032.55	86.71776	0	3.300538	0		
12033.94	61.01948	0	2.244297	0		
12034.63	49.6384	0	1.776085	0		
12034.98	44.52173	0	1.565502	0		
12035.32	40.01853	0	1.380118	0		
12035.64	36.20678	0	1.223159	0		
12035.96	32.80056	0	1.082864	0		
12036.28	29.78187	0	0.958499	0		
12036.59	27.20339	0	0.8522422	0		
12036.91	24.86987	0	0.7560539	0		
12037.23	22.8379	0	0.6722723	0		
12037.55	21.07472	0	0.5995517	0		
12037.86	19.59269	0	0.5384085	0		
12038.18	18.26661	0	0.4836818	0		
12038.5	17.11977	0	0.4363372	0		
12038.82	16.12687	0	0.3953339	0		
12039.13	15.29062	0	0.3607878	0		
12039.45	14.53795	0	0.3296842	0		
12039.77	13.88085	0	0.3025202	0		
12040.4	12.81261	0	0.2583372	0		
12041.01	11.99776	0	0.2246115	0		
12041.62	11.34203	0	0.1974541	0		
12042.23	10.80566	0	0.1752255	0		
12042.83	10.367	0	0.1570357	0		
12043.44	9.991329	0	0.1414482	0		
12044.04	9.676561	0	0.1283804	0		
12044.65	9.401266	0	0.1169449	0		
12045.25	9.166368	0	0.1071821	0		
12045.86	8.957655	0	0.09850288	0		
12046.47	8.774256	0	0.09087224	0		
12047.68	8.470353	0	0.0782179	0		
12048.89	8.22783	0	0.06810871	0		
12050.1	8.031067	0	0.05989834	0		
12051.26	7.875252	0	0.05338994	0		
12052.41	7.745492	0	0.04796442	0		
12053.57	7.634353	0	0.04331282	0		
12054.72	7.539898	0	0.03935557	0		
12055.88	7.457543	0	0.03590179	0		
12057.03	7.38649	0	0.03291892	0		
12058.19	7.323748	0	0.03028233	0		
12059.34	7.269014	0	0.02797977	0		
12061.65	7.177179	0	0.02411044	0		
12063.96	7.104068	0	0.02102321	0		
12066.27	7.044935	0	0.01852046	0		
12068.57	6.996672	0	0.01647286	0		
12070.88	6.956553	0	0.01476639	0		
12073.19	6.923026	0	0.01333636	0		
12075.5	6.894574	0	0.01211934	0		
12077.81	6.870158	0	0.01107187	0		
12080.12	6.849123	0	0.01016655	0		
12082.43	6.830929	0	0.009380663	0		
12087.04	6.801334	0	0.008094852	0		
12091.66	6.778467	0	0.007092184	0		
12096.28	6.760561	0	0.006298253	0		
12100.9	6.746364	0	0.005660273	0		
12105.51	6.735023	0	0.005142223	0		
12109.21	6.727546	0	0.004794355	0		
12112.9	6.721333	0	0.004499248	0		
12120.29	6.711583	0	0.004019521	0		
12129.53	6.703201	0	0.003575179	0		
12138.77	6.697997	0	0.003257498	0		
12148.01	6.695126	0	0.003029344	0		
12157.24	6.694087	0	0.002867952	0		
12166.48	6.694668	0	0.002761031	0		
12175.71	6.696504	0	0.002693569	0		
12194.18	6.703354	0	0.002645007	0		
12212.66	6.714774	0	0.002702776	0		
12231.13	6.730814	0	0.002848522	0		
12249.6	6.752041	0	0.00307907	0		
12268.07	6.779846	0	0.003406607	0		
12286.54	6.816577	0	0.003857314	0		
12295.78	6.83873	0	0.004133375	0		
12305.01	6.864902	0	0.004462316	0		
12314.25	6.894172	0	0.004831772	0		
12323.48	6.928761	0	0.005270531	0		
12332.72	6.967998	0	0.005769621	0		
12341.95	7.01498	0	0.006369214	0		
12352.11	7.076795	0	0.007160267	0		
12362.27	7.15187	0	0.008123554	0		
12372.43	7.244321	0	0.009312971	0		
12382.59	7.359914	0	0.01080432	0		
12387.67	7.428654	0	0.01169311	0		
12392.75	7.506501	0	0.01270121	0		
12397.83	7.595378	0	0.01385409	0		
12402.91	7.696874	0	0.01517287	0		
12407.99	7.813653	0	0.0166929	0		
12413.07	7.949653	0	0.01846652	0		
12418.15	8.108374	0	0.02054046	0		
12423.23	8.292603	0	0.02295202	0		
12428.31	8.51249	0	0.02583653	0		
12433.39	8.779116	0	0.02934208	0		
12438.47	9.10392	0	0.03362222	0		
12443.55	9.505145	0	0.03892182	0		
12448.63	10.00888	0	0.04559151	0		
12451.17	10.31049	0	0.04959237	0		
12453.71	10.65341	0	0.05414684	0		
12456.25	11.04552	0	0.05936129	0		
12458.79	11.49647	0	0.06536609	0		
12461.33	12.01729	0	0.0723102	0		
12463.87	12.62204	0	0.08038381	0		
12466.41	13.334	0	0.08990151	0		
12468.95	14.18329	0	0.101271	0		
12471.49	15.20508	0	0.1149689	0		
12474.03	16.44753	0	0.1316485	0		
12476.57	17.97872	0	0.1522339	0		
12479.11	19.8954	0	0.1780394	0		
12480.38	21.03998	0	0.1934663	0		
12481.65	22.33837	0	0.2109793	0		
12482.92	23.81912	0	0.2309671	0		
12484.19	25.51736	0	0.2539078	0		
12485.81	28.06925	0	0.2884104	0		
12487.43	31.16439	0	0.3302988	0		
12489.05	34.96693	0	0.3818123	0		
12490.66	39.67961	0	0.4457211	0		
12491.47	42.50241	0	0.4840306	0		
12492.28	45.69732	0	0.5274136	0		
12493.09	49.33	0	0.5767675	0		
12493.89	53.42496	0	0.6324325	0		
12494.7	58.17967	0	0.6971018	0		
12495.51	63.66303	0	0.7717242	0		
12496.32	70.01677	0	0.8582419	0		
12497.12	77.31345	0	0.9576585	0		
12497.76	84.01281	0	1.048986	0		
12498.39	91.47636	0	1.150781	0		
12499.03	100.0671	0	1.268009	0		
12499.66	109.6494	0	1.398836	0		
12500.3	120.6676	0	1.549347	0		
12500.93	132.9103	0	1.716677	0		
12501.56	146.6534	0	1.90462	0		
12502.19	161.9763	0	2.114292	0		
12503.46	197.6706	0	2.603193	0		
12504.72	238.4225	0	3.162176	0		
12505.99	281.6852	0	3.75668	0		
12507.25	321.2389	0	4.301666	0		
12507.94	338.9809	0	4.546969	0		
12508.63	352.5047	0	4.734809	0		
12509.32	360.8886	0	4.852469	0		
12510	363.5337	0	4.891598	0		
12510.56	361.3739	0	4.864402	0		
12511.12	355.3929	0	4.784795	0		
12512.23	333.4925	0	4.488978	0		
12513.35	301.2478	0	4.050639	0		
12514.46	264.0572	0	3.543506	0		
12515.58	225.828	0	3.021181	0		
12516.69	190.552	0	2.538484	0		
12517.81	159.438	0	2.112207	0		
12518.92	133.6061	0	1.757907	0		
12519.51	121.8383	0	1.596375	0		
12520.1	111.3235	0	1.451967	0		
12520.69	101.9545	0	1.323232	0		
12521.27	93.75201	0	1.21047	0		
12521.86	86.32316	0	1.108295	0		
12522.45	79.71216	0	1.017326	0		
12523.62	68.6486	0	0.864988	0		
12524.8	59.71407	0	0.741857	0		
12525.97	52.55412	0	0.6430985	0		
12527.14	46.70332	0	0.5623308	0		
12528.31	41.8738	0	0.4956077	0		
12529.43	38.00522	0	0.4421194	0		
12530.55	34.72529	0	0.3967366	0		
12531.67	31.92072	0	0.3579027	0		
12532.79	29.50416	0	0.3244179	0		
12533.91	27.40806	0	0.2953529	0		
12535.03	25.57933	0	0.2699779	0		
12536.15	23.97548	0	0.2477076	0		
12537.27	22.56186	0	0.2280654	0		
12539.51	20.19643	0	0.1951648	0		
12541.75	18.3095	0	0.168884	0		
12543.99	16.78113	0	0.1475687	0		
12546.23	15.52732	0	0.1300595	0		
12548.37	14.53083	0	0.1161258	0		
12550.5	13.69351	0	0.1044031	0		
12552.63	12.97703	0	0.09436024	0		
12554.76	12.3576	0	0.08566751	0		
12556.9	11.81706	0	0.07807322	0		
12559.03	11.34777	0	0.07147222	0		
12561.16	10.93614	0	0.06567542	0		
12563.29	10.57317	0	0.06055799	0		
12567.56	9.963887	0	0.0519537	0		
12571.82	9.478302	0	0.04508098	0		
12576.09	9.0834	0	0.03947969	0		
12580.35	8.759454	0	0.03487519	0		
12584.41	8.501505	0	0.03120151	0		
12588.46	8.284031	0	0.02809842	0		
12592.52	8.09986	0	0.0254655	0		
12596.57	7.939426	0	0.02316832	0		
12600.63	7.799294	0	0.0211587	0		
12604.68	7.676863	0	0.01940026	0		
12612.78	7.474947	0	0.01649394	0		
12620.89	7.315912	0	0.01419891	0		
12628.99	7.188651	0	0.01235841	0		
12637.1	7.08497	0	0.01085632	0		
12645.2	6.999604	0	0.009618007	0		
12652.46	6.935207	0	0.008683171	0		
12659.71	6.880037	0	0.007882095	0		
12666.96	6.832327	0	0.007189499	0		
12674.21	6.790775	0	0.006586714	0		
12688.72	6.723103	0	0.005607259	0		
12703.22	6.668789	0	0.004824508	0		
12717.73	6.625186	0	0.004200467	0		
12732.23	6.589591	0	0.003695879	0		
12746.73	6.560038	0	0.003282026	0		
12761.23	6.535135	0	0.002938557	0		
12776.59	6.512716	0	0.002635123	0		
12791.95	6.493496	0	0.002380903	0		
12807.31	6.476788	0	0.002165695	0		
12822.66	6.462391	0	0.001986791	0		
12838.02	6.449246	0	0.001827737	0		
12853.38	6.437602	0	0.001692873	0		
12868.74	6.426758	0	0.001570924	0		
12884.09	6.417278	0	0.001471558	0		
12899.45	6.408181	0	0.001378688	0		
12914.81	6.400085	0	0.001303005	0		
12945.52	6.385163	0	0.00117451	0		
12976.23	6.371918	0	0.001077717	0		
13006.94	6.359955	0	0.001007775	0		
13047.9	6.345542	0	9.53E-04	0		
13068.38	6.338786	0	9.40E-04	0		
13088.85	6.332308	0	9.37E-04	0		
13116.15	6.324088	0	9.54E-04	0		
13143.45	6.316281	0	9.99E-04	0		
13158.81	6.312075	0	0.001040172	0		
13174.17	6.30802	0	0.00109672	0		
13189.53	6.304134	0	0.001172594	0		
13204.88	6.300452	0	0.001273671	0		
13220.24	6.297026	0	0.001408918	0		
13235.6	6.29395	0	0.001591747	0		
13243.28	6.292567	0	0.001704523	0		
13250.96	6.291359	0	0.001841263	0		
13258.64	6.290341	0	0.002004225	0		
13266.31	6.289567	0	0.002199758	0		
13273.57	6.289117	0	0.002423065	0		
13280.82	6.289024	0	0.002693558	0		
13288.07	6.289395	0	0.003025517	0		
13295.32	6.290389	0	0.003438614	0		
13302.58	6.292232	0	0.0039615	0		
13309.83	6.29518	0	0.004624467	0		
13313.46	6.29727	0	0.005033641	0		
13317.08	6.299871	0	0.00550605	0		
13320.71	6.303104	0	0.006057108	0		
13324.33	6.307098	0	0.006701345	0		
13328.17	6.312394	0	0.007513839	0		
13332.01	6.319085	0	0.008495392	0		
13335.85	6.327601	0	0.009696347	0		
13339.69	6.338547	0	0.01118726	0		
13343.53	6.352787	0	0.01306835	0		
13345.45	6.361497	0	0.01419607	0		
13347.37	6.371516	0	0.01547737	0		
13349.29	6.383135	0	0.01694537	0		
13351.21	6.396739	0	0.01864446	0		
13353.13	6.41279	0	0.02062706	0		
13355.04	6.431738	0	0.02294369	0		
13357.07	6.455958	0	0.0258753	0		
13359.1	6.485558	0	0.02942356	0		
13361.13	6.522201	0	0.0337758	0		
13363.15	6.567979	0	0.03916584	0		
13365.18	6.626707	0	0.04602381	0		
13366.19	6.662153	0	0.05013889	0		
13367.2	6.702824	0	0.05484248	0		
13368.22	6.750322	0	0.06031471	0		
13369.23	6.805149	0	0.06660768	0		
13370.24	6.86959	0	0.07397683	0		
13371.25	6.946079	0	0.08269204	0		
13372.38	7.049993	0	0.09448687	0		
13373.5	7.178222	0	0.1089841	0		
13374.62	7.340812	0	0.1272939	0		
13375.18	7.439173	0	0.1383385	0		
13375.74	7.55208	0	0.1509911	0		
13376.3	7.68284	0	0.1656141	0		
13376.86	7.8359	0	0.1826951	0		
13377.42	8.017411	0	0.2029067	0		
13377.98	8.236113	0	0.2272036	0		
13378.54	8.50472	0	0.2569726	0		
13379.1	8.842053	0	0.2942636	0		
13379.66	9.27619	0	0.3421306	0		
13379.94	9.541929	0	0.3713741	0		
13380.22	9.848902	0	0.4051116	0		
13380.52	10.23304	0	0.4472744	0		
13380.81	10.67003	0	0.4951774	0		
13381.1	11.18505	0	0.551566	0		
13381.39	11.79389	0	0.6181496	0		
13381.69	12.54207	0	0.6998846	0		
13381.98	13.40165	0	0.7936929	0		
13382.27	14.41969	0	0.9046931	0		
13382.56	15.62316	0	1.0358	0		
13382.86	17.09463	0	1.195977	0		
13383.15	18.76836	0	1.378037	0		
13383.44	20.72214	0	1.590418	0		
13383.73	22.98866	0	1.836645	0		
13384.03	25.69578	0	2.130566	0		
13384.32	28.69208	0	2.455707	0		
13384.61	32.08471	0	2.823671	0		
13384.9	35.88945	0	3.236134	0		
13385.2	40.26547	0	3.710306	0		
13385.49	44.91494	0	4.213876	0		
13386.08	55.54536	0	5.36444	0		
13387.25	79.60507	0	7.964728	0		
13388	94.73211	0	9.596409	0		
13388.37	101.3027	0	10.30392	0		
13388.74	106.9208	0	10.90784	0		
13389.37	113.6273	0	11.62575	0		
13389.69	115.4153	0	11.81497	0		
13390	116.0176	0	11.87596	0		
13390.32	115.4521	0	11.81046	0		
13390.63	113.7734	0	11.62475	0		
13391.25	107.3355	0	10.92067	0		
13391.96	95.88452	0	9.674726	0		
13392.67	81.77751	0	8.143618	0		
13393.78	58.82569	0	5.657335	0		
13394.34	48.38362	0	4.527768	0		
13394.89	39.45118	0	3.562329	0		
13395.17	35.467	0	3.131989	0		
13395.45	31.87017	0	2.743662	0		
13395.73	28.65355	0	2.396546	0		
13396.01	25.80202	0	2.088977	0		
13396.29	23.2944	0	1.818642	0		
13396.57	21.10526	0	1.582772	0		
13396.85	19.20661	0	1.378319	0		
13397.12	17.62354	0	1.207956	0		
13397.4	16.21045	0	1.055987	0		
13397.68	15.00219	0	0.926141	0		
13397.96	13.97202	0	0.8155222	0		
13398.23	13.12422	0	0.7245632	0		
13398.51	12.3743	0	0.6441777	0		
13398.79	11.73631	0	0.5758579	0		
13399.07	11.19275	0	0.5177117	0		
13399.34	10.74385	0	0.4697429	0		
13399.61	10.357	0	0.4284516	0		
13399.88	10.02227	0	0.3927655	0		
13400.15	9.731287	0	0.3617794	0		
13400.41	9.485835	0	0.3356731	0		
13400.94	9.069868	0	0.291508	0		
13401.47	8.740074	0	0.2565751	0		
13402	8.472861	0	0.2283358	0		
13402.53	8.252036	0	0.2050497	0		
13403.06	8.0664	0	0.1855149	0		
13403.59	7.908092	0	0.1688884	0		
13404.12	7.771476	0	0.1545672	0		
13404.65	7.652413	0	0.1421089	0		
13405.71	7.455212	0	0.121528	0		
13406.77	7.299033	0	0.1052847	0		
13407.83	7.172802	0	0.0922009	0		
13408.79	7.078058	0	0.08241271	0		
13409.75	6.997829	0	0.07414964	0		
13410.71	6.929195	0	0.06710265	0		
13411.67	6.86994	0	0.06103758	0		
13412.63	6.818362	0	0.05577472	0		
13413.59	6.773138	0	0.0511748	0		
13415.51	6.69783	0	0.04355065	0		
13417.43	6.637987	0	0.0375317	0		
13419.35	6.589591	0	0.03269692	0		
13421.27	6.549847	0	0.02875396	0		
13423.19	6.516761	0	0.02549518	0		
13425.01	6.490235	0	0.02290154	0		
13426.83	6.467496	0	0.02069432	0		
13428.65	6.447851	0	0.01880209	0		
13430.47	6.430737	0	0.01716651	0		
13432.29	6.41568	0	0.01573897	0		
13434.11	6.402322	0	0.01448279	0		
13437.75	6.37975	0	0.01238658	0		
13441.39	6.361515	0	0.01072395	0		
13445.03	6.346527	0	0.009383824	0		
13448.67	6.334008	0	0.008287618	0		
13452.3	6.323431	0	0.007381679	0		
13455.54	6.315267	0	0.006697785	0		
13458.77	6.308103	0	0.006110509	0		
13463.62	6.298814	0	0.005370497	0		
13468.46	6.290978	0	0.004769337	0		
13474.93	6.282122	0	0.004119639	0		
13481.4	6.274631	0	0.003598462	0		
13487.06	6.268968	0	0.00322562	0		
13492.72	6.263955	0	0.002912807	0		
13498.38	6.259462	0	0.00264774	0		
13504.04	6.255392	0	0.0024211	0		
13509.7	6.25167	0	0.002225789	0		
13515.36	6.248237	0	0.002056283	0		
13526.68	6.24206	0	0.001778166	0		
13538	6.236634	0	0.001565435	0		
13549.32	6.231657	0	0.001391211	0		
13560.64	6.227079	0	0.00125066	0		
13571.95	6.222814	0	0.001135957	0		
13581.66	6.219352	0	0.00105383	0		
13591.36	6.216034	0	9.83E-04	0		
13610.76	6.209725	0	8.68E-04	0		
13630.17	6.203772	0	7.80E-04	0		
13649.57	6.198071	0	7.12E-04	0		
13672.21	6.191669	0	6.50E-04	0		
13694.85	6.185462	0	6.03E-04	0		
13717.49	6.179406	0	5.67E-04	0		
13740.13	6.173473	0	5.38E-04	0		
13762.77	6.167646	0	5.17E-04	0		
13785.41	6.161914	0	5.02E-04	0		
13808.05	6.156271	0	4.92E-04	0		
13830.68	6.150723	0	4.88E-04	0		
13856.55	6.144503	0	4.89E-04	0		
13882.43	6.138428	0	4.97E-04	0		
13908.3	6.132538	0	5.13E-04	0		
13934.17	6.126889	0	5.40E-04	0		
13960.04	6.121573	0	5.80E-04	0		
13985.92	6.116733	0	6.38E-04	0		
13998.86	6.114564	0	6.77E-04	0		
14011.79	6.112631	0	7.24E-04	0		
14024.73	6.110988	0	7.83E-04	0		
14037.66	6.109727	0	8.55E-04	0		
14050.6	6.108964	0	9.45E-04	0		
14063.53	6.108877	0	0.001059861	0		
14073.24	6.109422	0	0.001167903	0		
14082.94	6.110547	0	0.001296717	0		
14092.64	6.112628	0	0.001459667	0		
14102.34	6.115904	0	0.001665204	0		
14112.05	6.12084	0	0.001929928	0		
14116.9	6.124127	0	0.00209134	0		
14121.75	6.128111	0	0.00227747	0		
14126.6	6.132947	0	0.002493821	0		
14131.45	6.138829	0	0.002747207	0		
14136.3	6.145994	0	0.003046002	0		
14141.15	6.154666	0	0.003398064	0		
14145.6	6.164406	0	0.003784142	0		
14150.05	6.176416	0	0.004250351	0		
14154.5	6.191245	0	0.004816059	0		
14158.94	6.209702	0	0.005509594	0		
14163.39	6.233085	0	0.006376885	0		
14167.84	6.263129	0	0.007478791	0		
14170.07	6.281473	0	0.008146746	0		
14172.29	6.302482	0	0.008908406	0		
14174.51	6.32678	0	0.009785757	0		
14176.73	6.355019	0	0.01080175	0		
14179.16	6.391441	0	0.01210764	0		
14181.58	6.435019	0	0.01366502	0		
14184.01	6.488424	0	0.0155678	0		
14186.43	6.554192	0	0.01790478	0		
14188.86	6.637024	0	0.02084117	0		
14190.07	6.686354	0	0.02258716	0		
14191.28	6.742358	0	0.02456743	0		
14192.5	6.806865	0	0.02684624	0		
14193.71	6.880405	0	0.02944195	0		
14194.92	6.965461	0	0.03244169	0		
14196.13	7.064561	0	0.03593408	0		
14197.55	7.203239	0	0.04081756	0		
14198.96	7.371693	0	0.04674506	0		
14200.38	7.582624	0	0.05416202	0		
14201.79	7.848205	0	0.06349459	0		
14202.5	8.009956	0	0.06917597	0		
14203.21	8.195566	0	0.07569349	0		
14203.92	8.410199	0	0.08322801	0		
14204.62	8.656773	0	0.09188142	0		
14205.33	8.951171	0	0.1022105	0		
14206.04	9.302355	0	0.1145287	0		
14206.75	9.727535	0	0.1294385	0		
14207.45	10.24349	0	0.1475269	0		
14208.16	10.90173	0	0.1705979	0		
14208.52	11.30435	0	0.1847066	0		
14208.87	11.75219	0	0.2003984	0		
14209.23	12.28299	0	0.218994	0		
14209.58	12.88166	0	0.2399651	0		
14209.93	13.57926	0	0.2643988	0		
14210.28	14.3969	0	0.2930333	0		
14210.64	15.38996	0	0.3278076	0		
14210.99	16.53445	0	0.3678797	0		
14211.35	17.93385	0	0.4168725	0		
14211.7	19.5529	0	0.4735497	0		
14212.06	21.53413	0	0.5428991	0		
14212.41	23.82074	0	0.6229314	0		
14212.76	26.51911	0	0.7173682	0		
14213.11	29.68713	0	0.8282342	0		
14213.54	34.30636	0	0.989874	0		
14213.97	39.81778	0	1.182719	0		
14214.4	46.29725	0	1.409422	0		
14214.83	53.7855	0	1.671402	0		
14215.26	62.2732	0	1.96833	0		
14215.69	71.6868	0	2.297628	0		
14216.55	92.61431	0	3.029624	0		
14217.66	120.4737	0	4.00391	0		
14218.21	132.6767	0	4.430579	0		
14218.76	142.5664	0	4.77628	0		
14219.38	149.9183	0	5.033139	0		
14220	152.4681	0	5.121998	0		
14220.46	151.0615	0	5.072549	0		
14220.91	147.0457	0	4.931848	0		
14221.36	140.6627	0	4.708357	0		
14221.81	132.2855	0	4.415141	0		
14222.38	119.5464	0	3.969339	0		
14222.94	105.6588	0	3.483422	0		
14224.07	77.34212	0	2.492803	0		
14224.57	65.94711	0	2.094216	0		
14225.06	55.92411	0	1.743646	0		
14225.55	47.17935	0	1.437807	0		
14226.04	39.7436	0	1.177768	0		
14226.29	36.43865	0	1.062196	0		
14226.54	33.44667	0	0.9575727	0		
14226.79	30.75061	0	0.8633013	0		
14227.03	28.42303	0	0.7819177	0		
14227.28	26.25016	0	0.7059474	0		
14227.52	24.38654	0	0.6407926	0		
14227.77	22.65643	0	0.5803084	0		
14228.01	21.17925	0	0.5286696	0		
14228.44	18.92691	0	0.4499391	0		
14228.86	17.13997	0	0.3874832	0		
14229.28	15.68402	0	0.3366022	0		
14229.7	14.49408	0	0.2950225	0		
14230.13	13.49524	0	0.260125	0		
14230.55	12.68954	0	0.2319797	0		
14230.97	12.01682	0	0.2084829	0		
14231.39	11.44982	0	0.1886817	0		
14231.82	10.95667	0	0.171462	0		
14232.24	10.54349	0	0.1570371	0		
14232.66	10.18516	0	0.1445288	0		
14233.08	9.871757	0	0.1335907	0		
14233.93	9.344936	0	0.115208	0		
14234.77	8.930635	0	0.1007559	0		
14235.55	8.615429	0	0.08976386	0		
14236.33	8.351243	0	0.0805537	0		
14237.11	8.127119	0	0.07274257	0		
14237.88	7.937317	0	0.06612964	0		
14238.66	7.770935	0	0.06033461	0		
14239.43	7.627738	0	0.05534873	0		
14240.21	7.500425	0	0.05091748	0		
14240.98	7.389469	0	0.04705695	0		
14242.53	7.201861	0	0.04053316	0		
14244.08	7.051343	0	0.03530349	0		
14245.63	6.928667	0	0.03104506	0		
14247.18	6.82732	0	0.02753051	0		
14248.66	6.746073	0	0.024716	0		
14250.14	6.676822	0	0.02231968	0		
14251.62	6.617215	0	0.02025951	0		
14253.1	6.56549	0	0.01847408	0		
14254.58	6.520315	0	0.01691684	0		
14256.06	6.480639	0	0.01555118	0		
14259.02	6.414519	0	0.01328072	0		
14261.98	6.361958	0	0.01148238	0		
14264.94	6.319432	0	0.01003337	0		
14267.9	6.284498	0	0.008848456	0		
14270.85	6.255516	0	0.00787049	0		
14273.67	6.232148	0	0.007086432	0		
14276.49	6.212188	0	0.006420789	0		
14279.31	6.194859	0	0.005846589	0		
14282.13	6.17966	0	0.005346364	0		
14284.95	6.166288	0	0.004909598	0		
14287.77	6.154466	0	0.004526629	0		
14293.4	6.134574	0	0.00389082	0		
14299.04	6.118458	0	0.003386063	0		
14304.68	6.105169	0	0.002979315	0		
14310.32	6.09402	0	0.002646715	0		
14315.95	6.08454	0	0.002371839	0		
14321.03	6.077171	0	0.002164798	0		
14326.1	6.070666	0	0.001987559	0		
14331.18	6.064728	0	0.001830038	0		
14336.25	6.059418	0	0.001694152	0		
14346.4	6.050142	0	0.001468908	0		
14356.54	6.042283	0	0.001292535	0		
14367.82	6.03474	0	0.001137811	0		
14379.09	6.028126	0	0.001015088	0		
14390.37	6.022185	0	9.16E-04	0		
14401.64	6.016783	0	8.35E-04	0		
14412.92	6.011827	0	7.70E-04	0		
14424.19	6.007099	0	7.12E-04	0		
14435.47	6.002635	0	6.64E-04	0		
14446.74	5.998408	0	6.25E-04	0		
14458.02	5.9943	0	5.89E-04	0		
14469.29	5.990362	0	5.59E-04	0		
14491.84	5.982773	0	5.10E-04	0		
14509.88	5.97695	0	4.80E-04	0		
14536.94	5.968524	0	4.45E-04	0		
14564	5.96031	0	4.19E-04	0		
14591.06	5.952261	0	3.99E-04	0		
14618.12	5.94435	0	3.84E-04	0		
14672.24	5.928877	0	3.67E-04	0		
14726.36	5.91371	0	3.61E-04	0		
14762.44	5.903787	0	3.63E-04	0		
14798.52	5.894032	0	3.70E-04	0		
14834.6	5.884482	0	3.80E-04	0		
14870.68	5.8752	0	3.96E-04	0		
14906.76	5.866276	0	4.17E-04	0		
14942.84	5.857848	0	4.46E-04	0		
14978.92	5.850116	0	4.84E-04	0		
15015	5.843375	0	5.36E-04	0		
15037.55	5.839884	0	5.77E-04	0		
15060.1	5.837151	0	6.28E-04	0		
15082.65	5.835366	0	6.91E-04	0		
15105.2	5.834887	0	7.70E-04	0		
15127.75	5.836305	0	8.73E-04	0		
15139.03	5.837833	0	9.34E-04	0		
15150.3	5.840291	0	0.001007334	0		
15161.58	5.843438	0	0.001089047	0		
15172.85	5.847857	0	0.001186591	0		
15184.13	5.853373	0	0.001297926	0		
15195.4	5.860794	0	0.001433124	0		
15206.68	5.870409	0	0.001596018	0		
15217.95	5.882798	0	0.001793958	0		
15229.23	5.8988	0	0.002037809	0		
15240.5	5.919621	0	0.002343069	0		
15251.78	5.947114	0	0.002733829	0		
15257.42	5.964039	0	0.002970076	0		
15263.05	5.983805	0	0.003242942	0		
15268.69	6.006718	0	0.003556533	0		
