1.00E-05	55.0174	55.00784	0.009559924	0				
1.06E-05	53.38166	53.37238	0.009274489	0				
1.13E-05	51.88439	51.87538	0.009013183	0				
1.19E-05	50.50713	50.49836	0.008772788	0				
1.25E-05	49.23466	49.22611	0.008550656	0				
1.38E-05	46.95561	46.94746	0.00815273	0				
1.50E-05	44.96826	44.96045	0.007805645	0				
1.63E-05	43.21533	43.20783	0.007499421	0				
1.75E-05	41.65415	41.64692	0.007226623	0				
1.88E-05	40.25217	40.24519	0.006981581	0				
2.00E-05	38.98411	38.97735	0.006759886	0				
2.13E-05	37.77839	37.77184	0.006549034	0				
2.26E-05	36.67918	36.67283	0.006356757	0				
2.39E-05	35.67171	35.66553	0.006180479	0				
2.52E-05	34.74391	34.7379	0.006018097	0				
2.79E-05	33.08918	33.08345	0.005728369	0				
3.05E-05	31.65329	31.64782	0.005476824	0				
3.31E-05	30.39204	30.38679	0.00525575	0				
3.57E-05	29.27275	29.26769	0.005059453	0				
3.83E-05	28.27071	28.26583	0.004883625	0				
4.09E-05	27.36688	27.36216	0.004724941	0				
4.32E-05	26.65203	26.64744	0.004599374	0				
4.55E-05	25.99162	25.98713	0.004483313	0				
5.00E-05	24.80894	24.80467	0.004275328	0				
5.31E-05	24.08366	24.07951	0.004147677	0				
5.63E-05	23.42012	23.41609	0.004030817	0				
5.94E-05	22.81007	22.80615	0.003923309	0				
6.25E-05	22.24674	22.24291	0.003823969	0				
6.88E-05	21.23855	21.2349	0.003646011	0				
7.50E-05	20.36031	20.35681	0.00349079	0				
8.13E-05	19.58645	19.5831	0.003353842	0				
8.75E-05	18.89796	18.89473	0.003231843	0				
9.38E-05	18.28031	18.27719	0.003122257	0				
1.00E-04	17.72223	17.71921	0.003023112	0				
1.06E-04	17.2148	17.21187	0.002932849	0				
1.13E-04	16.75087	16.74802	0.002850217	0				
1.19E-04	16.3246	16.32183	0.002774198	0				
1.25E-04	15.93122	15.92852	0.002703953	0				
1.38E-04	15.22787	15.22529	0.002578118	0				
1.50E-04	14.61594	14.61348	0.00246836	0				
1.63E-04	14.07743	14.07506	0.002371524	0				
1.75E-04	13.59891	13.59663	0.002285257	0				
1.88E-04	13.17017	13.16797	0.002207768	0				
2.00E-04	12.78327	12.78113	0.002137662	0				
2.13E-04	12.41314	12.41107	0.002070423	0				
2.26E-04	12.07678	12.07477	0.002009155	0				
2.40E-04	11.76943	11.76748	0.001953022	0				
2.53E-04	11.48723	11.48533	0.001901346	0				
2.79E-04	10.98609	10.98428	0.001809216	0				
3.06E-04	10.55366	10.55193	0.001729299	0				
3.32E-04	10.17588	10.17422	0.001659116	0				
3.58E-04	9.842407	9.84081	0.001596838	0				
3.85E-04	9.545415	9.543873	0.001541085	0				
4.11E-04	9.278887	9.277396	0.001490791	0				
4.56E-04	8.886846	8.885429	0.001416306	0				
5.00E-04	8.551147	8.549795	0.001351975	0				
5.05E-04	8.516303	8.514958	0.001345266	0				
5.20E-04	8.411908	8.410583	0.001325124	0				
5.36E-04	8.312362	8.311056	0.00130586	0				
5.67E-04	8.126453	8.125184	0.001269726	0				
5.98E-04	7.956173	7.954937	0.001236435	0				
6.29E-04	7.799539	7.798334	0.001205632	0				
6.91E-04	7.52087	7.519719	0.001150357	0				
7.53E-04	7.280109	7.279007	0.001102048	0				
8.14E-04	7.069746	7.068686	0.001059355	0				
8.76E-04	6.88418	6.883158	0.001021268	0				
9.38E-04	6.71914	6.718153	9.87E-04	0				
0.001	6.571304	6.570348	9.56E-04	0				
0.0010625	6.436769	6.435841	9.27E-04	0				
0.001125	6.314943	6.314041	9.01E-04	0				
0.0011875	6.204067	6.20319	8.77E-04	0				
0.00125	6.102702	6.101847	8.55E-04	0				
0.001375	5.923923	5.923108	8.15E-04	0				
0.0015	5.771178	5.770397	7.81E-04	0				
0.001625	5.639113	5.638363	7.50E-04	0				
0.00175	5.523769	5.523047	7.23E-04	0				
0.001875	5.42215	5.421451	6.98E-04	0				
0.002	5.331939	5.331263	6.76E-04	0				
0.002127344	5.249889	5.249234	6.55E-04	0				
0.002254688	5.176266	5.17563	6.37E-04	0				
0.002382032	5.109842	5.109223	6.19E-04	0				
0.002509375	5.049617	5.049013	6.03E-04	0				
0.002764063	4.944609	4.944034	5.75E-04	0				
0.00301875	4.856176	4.855625	5.50E-04	0				
0.003273438	4.780715	4.780187	5.28E-04	0				
0.003528125	4.715598	4.715089	5.09E-04	0				
0.003782813	4.658857	4.658366	4.92E-04	0				
0.0040375	4.608993	4.608518	4.76E-04	0				
0.004278125	4.567148	4.566686	4.62E-04	0				
0.00451875	4.529622	4.529172	4.50E-04	0				
0.005	4.465132	4.464705	4.28E-04	0				
0.0053125	4.429379	4.428965	4.15E-04	0				
0.005625	4.397529	4.397126	4.03E-04	0				
0.0059375	4.368981	4.368589	3.92E-04	0				
0.00625	4.343252	4.342869	3.82E-04	0				
0.006875	4.298741	4.298377	3.65E-04	0				
0.0075	4.261595	4.261246	3.49E-04	0				
0.008125	4.230133	4.229798	3.35E-04	0				
0.00875	4.20315	4.202826	3.23E-04	0				
0.009375	4.179755	4.179442	3.12E-04	0				
0.01	4.159278	4.158976	3.02E-04	0				
0.010625	4.141208	4.140915	2.93E-04	0				
0.01125	4.125144	4.124859	2.85E-04	0				
0.011875	4.11077	4.110492	2.77E-04	0				
0.0125	4.097832	4.097562	2.70E-04	0				
0.01375	4.075485	4.075227	2.58E-04	0				
0.015	4.056861	4.056615	2.47E-04	0				
0.01625	4.041103	4.040866	2.37E-04	0				
0.0175	4.027596	4.027367	2.29E-04	0				
0.01875	4.015889	4.015668	2.21E-04	0				
0.02	4.005646	4.005432	2.14E-04	0				
0.021325	3.9961	3.995893	2.07E-04	0				
0.02265	3.98767	3.987469	2.01E-04	0				
0.023975	3.980172	3.979977	1.95E-04	0				
0.0253	3.973459	3.973269	1.90E-04	0				
0.02684375	3.966475	3.96629	1.84E-04	0				
0.0283875	3.960249	3.96007	1.79E-04	0				
0.02993125	3.954666	3.954491	1.75E-04	0				
0.031475	3.949631	3.94946	1.70E-04	0				
0.0345625	3.940909	3.940747	1.63E-04	0				
0.03765	3.933618	3.933462	1.56E-04	0				
0.0407375	3.927432	3.927283	1.50E-04	0				
0.043825	3.922118	3.921974	1.44E-04	0				
0.0469125	3.917503	3.917364	1.40E-04	0				
0.05	3.913458	3.913323	1.35E-04	0				
0.053125	3.909843	3.909712	1.31E-04	0				
0.05625	3.906629	3.906502	1.27E-04	0				
0.059375	3.903754	3.90363	1.24E-04	0				
0.0625	3.901166	3.901045	1.21E-04	0				
0.06875	3.896696	3.896581	1.15E-04	0				
0.075	3.892972	3.892861	1.10E-04	0				
0.08125	3.88982	3.889714	1.06E-04	0				
0.0875	3.887119	3.887016	1.02E-04	0				
0.09375	3.884777	3.884679	9.87E-05	0				
0.1	3.882729	3.882633	9.56E-05	0				
0.1095	3.880063	3.879972	9.13E-05	0				
0.119	3.877823	3.877735	8.76E-05	0				
0.129125	3.875798	3.875714	8.41E-05	0				
0.13925	3.874068	3.873987	8.10E-05	0				
0.149375	3.872572	3.872494	7.82E-05	0				
0.1595	3.871266	3.87119	7.57E-05	0				
0.169625	3.870116	3.870043	7.34E-05	0				
0.17975	3.869095	3.869024	7.13E-05	0				
0.189875	3.868184	3.868114	6.94E-05	0				
0.2	3.867364	3.867297	6.76E-05	0				
0.2127294	3.866445	3.866379	6.56E-05	0				
0.2254588	3.86563	3.865566	6.37E-05	0				
0.2381882	3.864901	3.864839	6.20E-05	0				
0.2509175	3.864247	3.864186	6.04E-05	0				
0.2763763	3.863119	3.863061	5.76E-05	0				
0.301835	3.862181	3.862125	5.51E-05	0				
0.3272938	3.861388	3.861335	5.29E-05	0				
0.3527525	3.860711	3.86066	5.10E-05	0				
0.3782113	3.860124	3.860075	4.92E-05	0				
0.40367	3.859612	3.859564	4.77E-05	0				
0.5	3.858146	3.858103	4.29E-05	0				
0.625	3.856917	3.856879	3.83E-05	0				
0.71875	3.856276	3.85624	3.58E-05	0				
0.8125	3.855782	3.855749	3.37E-05	0				
1	3.855073	3.855043	3.03E-05	0				
1.25	3.854459	3.854432	2.72E-05	0				
1.5	3.854049	3.854024	2.49E-05	0				
1.75	3.853756	3.853733	2.31E-05	0				
2	3.853536	3.853515	2.16E-05	0				
2.539888	3.85321	3.853191	1.92E-05	0				
3.079775	3.852998	3.852981	1.75E-05	0				
3.619663	3.852849	3.852833	1.62E-05	0				
4.15955	3.852739	3.852724	1.51E-05	0				
5	3.852615	3.852601	1.38E-05	0				
5.00005	3.852614995	0	1.38E-05	0				
6.25	3.852493	0	1.24E-05	0				
7.5	3.852411	0	1.14E-05	0				
8.75	3.852352	0	1.06E-05	0				
10	3.852308	0	9.94E-06	0				
12.5	3.852246	0	9.00E-06	0				
15	3.852206	0	8.30E-06	0				
