							
							
energy	total	scatter	capture	fission			
2908401	4.639785	0	0.051572507	0			
2923668	4.629497	0	0.0513447	0			
2938934	4.619345	0	0.051119134	0			
2954201	4.609327	0	0.05089573	0			
2969467	4.599439	0	0.050674496	0			
2984734	4.589681	0	0.050455374	0			
3000000	4.58005	0	0.050238355	0			
3014445	4.571054	0	0.04970055	0			
3028890	4.562161	0	0.049171063	0			
3043335	4.553368	0	0.048649726	0			
3057780	4.544676	0	0.048136377	0			
3072225	4.536082	0	0.047630849	0			
3086670	4.527583	0	0.047133	0			
3101115	4.519182	0	0.046642671	0			
3115560	4.510873	0	0.046159712	0			
3130005	4.502658	0	0.045683992	0			
3144450	4.494532	0	0.045215354	0			
3158895	4.486498	0	0.044753675	0			
3173340	4.478551	0	0.044298817	0			
3187785	4.470692	0	0.04385065	0			
3202230	4.462918	0	0.043409044	0			
3216675	4.45523	0	0.042973879	0			
3231120	4.447624	0	0.042545025	0			
3255148	4.433021	0	0.041845068	0			
3279175	4.418688	0	0.04116174	0			
3303203	4.404615	0	0.040494492	0			
3327230	4.3908	0	0.039842875	0			
3351258	4.377235	0	0.039206369	0			
3375285	4.363915	0	0.038584564	0			
3399313	4.350833	0	0.037976991	0			
3423340	4.337984	0	0.03738326	0			
3447368	4.325362	0	0.036802921	0			
3471395	4.312964	0	0.036235636	0			
3495423	4.300783	0	0.035680975	0			
3519450	4.288815	0	0.035138617	0			
3543478	4.277056	0	0.034608174	0			
3567505	4.265498	0	0.034089346	0			
3591533	4.254141	0	0.033581764	0			
3615560	4.242978	0	0.033085157	0			
3639588	4.232004	0	0.032599188	0			
3663615	4.221218	0	0.032123586	0			
3687643	4.210613	0	0.031658032	0			
3711670	4.200187	0	0.031202296	0			
3735698	4.189936	0	0.03075608	0			
3759725	4.179854	0	0.030319154	0			
3783753	4.16994	0	0.029891238	0			
3807780	4.160191	0	0.029472134	0			
3831808	4.150601	0	0.029061562	0			
3855835	4.141169	0	0.028659353	0			
3879863	4.131889	0	0.028265228	0			
3903890	4.122762	0	0.027879038	0			
3927918	4.113781	0	0.027500545	0			
3951945	4.104947	0	0.027129568	0			
3975973	4.096253	0	0.026765891	0			
4000000	4.087698	0	0.026409374	0			
4015625	4.083813	0	0.026016558	0			
4031250	4.079956	0	0.02563114	0			
4046875	4.076129	0	0.025252928	0			
4062500	4.072329	0	0.024881773	0			
4078125	4.068556	0	0.024517526	0			
4093750	4.064812	0	0.024160017	0			
4109375	4.061093	0	0.023809107	0			
4125000	4.057401	0	0.023464646	0			
4140625	4.053736	0	0.023126504	0			
4156250	4.050095	0	0.022794532	0			
4171875	4.046481	0	0.022468601	0			
4187500	4.042891	0	0.022148571	0			
4203125	4.039327	0	0.021834334	0			
4218750	4.035786	0	0.021525749	0			
4234375	4.032272	0	0.021222699	0			
4250000	4.028779	0	0.020925074	0			
4265625	4.025311	0	0.020632755	0			
4281250	4.021866	0	0.020345624	0			
4296875	4.018445	0	0.020063582	0			
4312500	4.015047	0	0.019786531	0			
4328125	4.011671	0	0.019514353	0			
4343750	4.008317	0	0.01924695	0			
4359375	4.004985	0	0.018984224	0			
4375000	4.001675	0	0.018726099	0			
4390625	3.998388	0	0.018472456	0			
4406250	3.99512	0	0.01822323	0			
4421875	3.991875	0	0.017978314	0			
4437500	3.98865	0	0.017737642	0			
4453125	3.985446	0	0.017501129	0			
4468750	3.982262	0	0.01726869	0			
4484375	3.979098	0	0.01704025	0			
4500000	3.975954	0	0.016815737	0			
4515625	3.97283	0	0.016595078	0			
4531250	3.969726	0	0.01637821	0			
4546875	3.96664	0	0.016165064	0			
4562500	3.963574	0	0.015955588	0			
4578125	3.960528	0	0.015749705	0			
4593750	3.957499	0	0.015547367	0			
4609375	3.95449	0	0.015348518	0			
4625000	3.951497	0	0.015153125	0			
4640625	3.948524	0	0.014961115	0			
4656250	3.94557	0	0.014772458	0			
4671875	3.942633	0	0.014587118	0			
4687500	3.939715	0	0.014405048	0			
4703125	3.936812	0	0.014226227	0			
4718750	3.933928	0	0.014050636	0			
4734375	3.93106	0	0.013878231	0			
4750000	3.92821	0	0.013709021	0			
4765625	3.925377	0	0.01354298	0			
4781250	3.922561	0	0.013380107	0			
4796875	3.919763	0	0.013220418	0			
4812500	3.916979	0	0.013063904	0			
4828125	3.914214	0	0.012910605	0			
4843750	3.911464	0	0.012760538	0			
4859375	3.908731	0	0.01261375	0			
4875000	3.906014	0	0.012470288	0			
4890625	3.903314	0	0.01233021	0			
4906250	3.900631	0	0.012193609	0			
4921875	3.897962	0	0.012060571	0			
4937500	3.895311	0	0.011931198	0			
4953125	3.892676	0	0.011805631	0			
4968750	3.890057	0	0.011684012	0			
4984375	3.887455	0	0.011566523	0			
5000000	3.88487	0	0.011453366	0			
5029827	3.884185	0	0.011142486	0			
5059654	3.883515	0	0.010842724	0			
5089481	3.88286	0	0.010553654	0			
5119308	3.882223	0	0.010274872	0			
5149135	3.881601	0	0.01000598	0			
5178962	3.880991	0	0.00974661	0			
5208789	3.880397	0	0.009496406	0			
5238615	3.879817	0	0.009255037	0			
5268442	3.87925	0	0.009022164	0			
5298269	3.878696	0	0.008797488	0			
5328096	3.878155	0	0.008580713	0			
5357923	3.877626	0	0.008371559	0			
5387750	3.877109	0	0.008169758	0			
5417577	3.876603	0	0.007975055	0			
5447404	3.876109	0	0.007787203	0			
5477230	3.875626	0	0.007605978	0			
5509904	3.874967	0	0.00742728	0			
5542577	3.874319	0	0.007255222	0			
5575250	3.873683	0	0.007089575	0			
5607923	3.873059	0	0.006930127	0			
5640596	3.872447	0	0.006776675	0			
5673269	3.871846	0	0.006629025	0			
5705942	3.871255	0	0.006486995	0			
5738615	3.870677	0	0.006350411	0			
5771289	3.870108	0	0.006219101	0			
5803962	3.869549	0	0.006092919	0			
5836635	3.869	0	0.00597171	0			
5869308	3.868462	0	0.005855331	0			
5901981	3.867931	0	0.005743651	0			
5934654	3.867412	0	0.00563654	0			
5967327	3.866901	0	0.005533878	0			
6000000	3.866399	0	0.005435552	0			
6030047	3.869839	0	0.005340172	0			
6060093	3.873286	0	0.005247641	0			
6090139	3.87674	0	0.00515787	0			
6120185	3.8802	0	0.005070776	0			
6150232	3.883668	0	0.004986277	0			
6180278	3.887141	0	0.004904301	0			
6210324	3.890622	0	0.00482477	0			
6240370	3.894108	0	0.004747613	0			
6270417	3.8976	0	0.00467276	0			
6300463	3.901099	0	0.004600147	0			
6330509	3.904601	0	0.004529707	0			
6360555	3.908112	0	0.004461382	0			
6390602	3.911627	0	0.004395106	0			
6420648	3.915148	0	0.004330829	0			
6450694	3.918674	0	0.00426849	0			
6480740	3.922205	0	0.004208038	0			
6499180	3.924275	0	0.00417791	0			
6541580	3.929004	0	0.004109518	0			
6583980	3.933741	0	0.004043758	0			
6621828	3.937898	0	0.003987522	0			
6659675	3.942061	0	0.003933264	0			
6697523	3.946229	0	0.00388092	0			
6735370	3.950403	0	0.00383044	0			
6768449	3.953941	0	0.003795107	0			
6801528	3.957483	0	0.003760837	0			
6834607	3.961028	0	0.003727607	0			
6867685	3.964578	0	0.003695397	0			
6900764	3.968129	0	0.003664182	0			
6933843	3.971684	0	0.003633944	0			
6966922	3.975244	0	0.003604664	0			
7000000	3.978806	0	0.003576322	0			
7030207	3.984584	0	0.003554483	0			
7060414	3.990374	0	0.003533392	0			
7090621	3.996173	0	0.003513038	0			
7120828	4.001984	0	0.00349341	0			
7151035	4.007804	0	0.003474499	0			
7181242	4.013635	0	0.003456293	0			
7211449	4.019476	0	0.003438785	0			
7241655	4.025328	0	0.003421962	0			
7271862	4.031188	0	0.003405817	0			
7302069	4.037061	0	0.00339034	0			
7332276	4.042941	0	0.003375525	0			
7362483	4.048832	0	0.003361361	0			
7392690	4.054732	0	0.00334784	0			
7422897	4.060642	0	0.003334957	0			
7453104	4.066562	0	0.003322702	0			
7483310	4.072491	0	0.003311071	0			
7513418	4.07816	0	0.00330835	0			
7543525	4.083837	0	0.003306029	0			
7573633	4.089523	0	0.003304106	0			
7603740	4.095216	0	0.003302579	0			
7617490	4.097791	0	0.003303028	0			
7653988	4.104531	0	0.003305492	0			
7690485	4.111277	0	0.003308652	0			
7726983	4.118028	0	0.003312506	0			
7763480	4.124784	0	0.003317057	0			
7799978	4.131547	0	0.00332231	0			
7836475	4.138314	0	0.003328265	0			
7872973	4.145087	0	0.003334923	0			
7909470	4.151866	0	0.00334229	0			
7932103	4.15599	0	0.003348082	0			
7954735	4.160115	0	0.003354163	0			
7977368	4.164241	0	0.003360537	0			
8000000	4.168368	0	0.003367204	0			
8060660	4.180242	0	0.003382591	0			
8121320	4.192355	0	0.003401161	0			
8181980	4.204704	0	0.003422943	0			
8242640	4.217285	0	0.00344797	0			
8303300	4.230097	0	0.003476283	0			
8363960	4.243133	0	0.003507925	0			
8424620	4.256392	0	0.00354294	0			
8485280	4.269871	0	0.003581386	0			
8528318	4.279222	0	0.003618603	0			
8571355	4.288679	0	0.003657362	0			
8614393	4.298242	0	0.003697696	0			
8657430	4.307909	0	0.003739631	0			
8700468	4.317677	0	0.003783205	0			
8743505	4.32755	0	0.003828448	0			
8786543	4.337522	0	0.003875395	0			
8829580	4.347595	0	0.003924078	0			
8850883	4.351969	0	0.003949703	0			
8872185	4.356366	0	0.003975787	0			
8893488	4.360785	0	0.004002335	0			
8914790	4.365225	0	0.004029353	0			
8936093	4.369687	0	0.004056847	0			
8957395	4.374171	0	0.004084821	0			
8978698	4.378676	0	0.00411328	0			
9000000	4.383204	0	0.00414223	0			
9015214	4.385821	0	0.004163686	0			
9030427	4.388449	0	0.004185399	0			
9045641	4.391089	0	0.004207373	0			
9060854	4.393738	0	0.004229605	0			
9076068	4.3964	0	0.004252102	0			
9091281	4.399072	0	0.004274861	0			
9106495	4.401757	0	0.004297891	0			
9121708	4.404451	0	0.004321187	0			
9136922	4.407156	0	0.004344758	0			
9152135	4.409873	0	0.0043686	0			
9167349	4.412601	0	0.004392719	0			
9182562	4.415338	0	0.004417115	0			
9197776	4.418088	0	0.004441792	0			
9212989	4.420848	0	0.004466752	0			
9228202	4.423619	0	0.004491995	0			
9243415	4.4264	0	0.004517526	0			
9258629	4.429192	0	0.004543349	0			
9273842	4.431995	0	0.004569462	0			
9289056	4.434809	0	0.004595872	0			
9304269	4.437633	0	0.004622575	0			
9319483	4.440467	0	0.00464958	0			
9334696	4.443312	0	0.004676886	0			
9349910	4.446168	0	0.004704495	0			
9365123	4.449033	0	0.004732413	0			
9380337	4.45191	0	0.004760639	0			
9395550	4.454796	0	0.004789176	0			
9410764	4.457693	0	0.004818029	0			
9425977	4.460601	0	0.004847198	0			
9441191	4.463518	0	0.004876688	0			
9456404	4.466447	0	0.004906498	0			
9471617	4.469385	0	0.004936634	0			
9486830	4.472333	0	0.004967097	0			
9502867	4.47539	0	0.00500075	0			
9518904	4.478459	0	0.005034763	0			
9534941	4.481539	0	0.005069142	0			
9550977	4.484629	0	0.005103889	0			
9567014	4.487731	0	0.005139009	0			
9583050	4.490845	0	0.005174503	0			
9599087	4.493968	0	0.005210378	0			
9615123	4.497103	0	0.005246635	0			
9631160	4.500249	0	0.00528328	0			
9647196	4.503406	0	0.005320312	0			
9663233	4.506574	0	0.005357741	0			
9679269	4.509753	0	0.005395564	0			
9695306	4.512943	0	0.00543379	0			
9711342	4.516143	0	0.005472419	0			
9727379	4.519354	0	0.005511459	0			
9743415	4.522576	0	0.005550909	0			
9759452	4.525809	0	0.005590777	0			
9775489	4.529052	0	0.005631066	0			
9791526	4.532306	0	0.005671777	0			
9807562	4.535571	0	0.005712916	0			
9823599	4.538846	0	0.005754488	0			
9839635	4.542132	0	0.005796494	0			
9855672	4.545428	0	0.005838944	0			
9871708	4.548735	0	0.005881833	0			
9887745	4.552053	0	0.005925175	0			
9903781	4.555379	0	0.005968966	0			
9919818	4.558718	0	0.006013217	0			
9935854	4.562067	0	0.006057927	0			
9951891	4.565425	0	0.006103105	0			
9967927	4.568795	0	0.006148749	0			
9983964	4.572174	0	0.006194872	0			
1.00E+07	4.575564	0	0.006241469	0			
1.00E+07	4.576872	0	0.006283328	0			
1.00E+07	4.578185	0	0.00632553	0			
1.00E+07	4.579503	0	0.006368133	0			
1.01E+07	4.580826	0	0.006411086	0			
1.01E+07	4.582154	0	0.006454448	0			
1.01E+07	4.583486	0	0.006498163	0			
1.01E+07	4.584823	0	0.006542264	0			
1.01E+07	4.586165	0	0.006586755	0			
1.01E+07	4.587513	0	0.006631669	0			
1.02E+07	4.588864	0	0.00667695	0			
1.02E+07	4.59022	0	0.006722628	0			
1.02E+07	4.59158	0	0.00676871	0			
1.02E+07	4.592947	0	0.006815228	0			
1.02E+07	4.594317	0	0.006862126	0			
1.02E+07	4.595692	0	0.006909436	0			
1.02E+07	4.597073	0	0.006957163	0			
1.03E+07	4.598458	0	0.007005341	0			
1.03E+07	4.599846	0	0.00705391	0			
1.03E+07	4.601241	0	0.007102938	0			
1.03E+07	4.602639	0	0.007152364	0			
1.03E+07	4.604045	0	0.007202258	0			
1.03E+07	4.605452	0	0.007252556	0			
1.04E+07	4.606864	0	0.007303295	0			
1.04E+07	4.608282	0	0.00735448	0			
1.04E+07	4.609705	0	0.007406147	0			
1.04E+07	4.611131	0	0.007458231	0			
1.04E+07	4.612563	0	0.007510772	0			
1.04E+07	4.613998	0	0.007563773	0			
1.04E+07	4.615439	0	0.007617274	0			
1.05E+07	4.616884	0	0.007671206	0			
1.05E+07	4.618333	0	0.00772561	0			
1.05E+07	4.619787	0	0.007780491	0			
1.05E+07	4.621306	0	0.007838585	0			
1.05E+07	4.622831	0	0.007897211	0			
1.05E+07	4.62436	0	0.007956375	0			
1.06E+07	4.625895	0	0.008016042	0			
1.06E+07	4.627434	0	0.008076294	0			
1.06E+07	4.628978	0	0.008137096	0			
1.06E+07	4.630528	0	0.008198455	0			
1.06E+07	4.63208	0	0.008260336	0			
1.06E+07	4.63364	0	0.008322822	0			
1.06E+07	4.635205	0	0.008385878	0			
1.07E+07	4.636773	0	0.008449512	0			
1.07E+07	4.638346	0	0.008513686	0			
1.07E+07	4.639926	0	0.008578484	0			
1.07E+07	4.641508	0	0.008643834	0			
1.07E+07	4.643098	0	0.008709821	0			
1.07E+07	4.644691	0	0.008776367	0			
1.08E+07	4.646289	0	0.008843563	0			
1.08E+07	4.647893	0	0.008911372	0			
1.08E+07	4.649502	0	0.008979798	0			
1.08E+07	4.651115	0	0.009048803	0			
1.08E+07	4.652732	0	0.00911848	0			
1.08E+07	4.654355	0	0.009188792	0			
1.09E+07	4.655984	0	0.009259743	0			
1.09E+07	4.657615	0	0.009331296	0			
1.09E+07	4.659254	0	0.009403544	0			
1.09E+07	4.660896	0	0.009476448	0			
1.09E+07	4.662544	0	0.009550015	0			
1.09E+07	4.664195	0	0.009624205	0			
1.10E+07	4.665851	0	0.009699115	0			
1.10E+07	4.667513	0	0.009774657	0			
1.10E+07	4.669179	0	0.009850935	0			
1.10E+07	4.67085	0	0.009927855	0			
1.10E+07	4.672117	0	0.009994341	0			
1.10E+07	4.673388	0	0.010061293	0			
1.10E+07	4.674663	0	0.010128799	0			
1.11E+07	4.675942	0	0.010196778	0			
1.11E+07	4.677225	0	0.01026532	0			
1.11E+07	4.678511	0	0.010334343	0			
1.11E+07	4.6798	0	0.010403936	0			
1.11E+07	4.681094	0	0.010474019	0			
1.11E+07	4.682393	0	0.010544681	0			
1.12E+07	4.683694	0	0.010615838	0			
1.12E+07	4.685	0	0.010687585	0			
1.12E+07	4.686309	0	0.010759835	0			
1.12E+07	4.687623	0	0.010832682	0			
1.12E+07	4.68894	0	0.01090604	0			
1.12E+07	4.690261	0	0.010980005	0			
1.13E+07	4.691586	0	0.011054488	0			
1.13E+07	4.692915	0	0.01112959	0			
1.13E+07	4.694246	0	0.011205216	0			
1.13E+07	4.695583	0	0.011281471	0			
1.13E+07	4.696923	0	0.011358257	0			
1.13E+07	4.698266	0	0.011435681	0			
1.13E+07	4.699613	0	0.011513648	0			
1.14E+07	4.700965	0	0.011592261	0			
1.14E+07	4.70232	0	0.011671425	0			
1.14E+07	4.703678	0	0.011751245	0			
1.14E+07	4.70504	0	0.011831625	0			
1.14E+07	4.706407	0	0.011912674	0			
1.14E+07	4.707777	0	0.011994291	0			
1.15E+07	4.70915	0	0.012076585	0			
1.15E+07	4.710527	0	0.012159458	0			
1.15E+07	4.71191	0	0.012243021	0			
1.15E+07	4.713293	0	0.01232717	0			
1.15E+07	4.714682	0	0.012412021	0			
1.15E+07	4.716075	0	0.01249747	0			
1.15E+07	4.717471	0	0.012583632	0			
1.16E+07	4.71887	0	0.012670402	0			
1.16E+07	4.720275	0	0.012757899	0			
1.16E+07	4.721681	0	0.012846016	0			
1.16E+07	4.723092	0	0.012934875	0			
1.16E+07	4.724506	0	0.013024359	0			
1.16E+07	4.725926	0	0.013114599	0			
1.17E+07	4.727347	0	0.013205482	0			
1.17E+07	4.728773	0	0.013297137	0			
1.17E+07	4.730202	0	0.013389459	0			
1.17E+07	4.731635	0	0.013482552	0			
1.17E+07	4.733072	0	0.013576331	0			
1.17E+07	4.734512	0	0.01367091	0			
1.18E+07	4.735957	0	0.013766184	0			
1.18E+07	4.737406	0	0.013862281	0			
1.18E+07	4.738856	0	0.013959085	0			
1.18E+07	4.740313	0	0.014056744	0			
1.18E+07	4.741771	0	0.014155146	0			
1.18E+07	4.743234	0	0.01425441	0			
1.18E+07	4.7447	0	0.014354446	0			
1.19E+07	4.746171	0	0.014455388	0			
1.19E+07	4.747645	0	0.014557124	0			
1.19E+07	4.749122	0	0.014659803	0			
1.19E+07	4.750604	0	0.014763316	0			
1.19E+07	4.75209	0	0.014867828	0			
1.19E+07	4.753579	0	0.014973213	0			
1.20E+07	4.755072	0	1.51E-02	0			
1.20E+07	4.756568	0	1.52E-02	0			
1.20E+07	4.75807	0	1.53E-02	0			
1.20E+07	4.759574	0	1.54E-02	0			
1.20E+07	4.758482	0	1.55E-02	0			
1.20E+07	4.757392	0	1.56E-02	0			
1.20E+07	4.756306	0	1.57E-02	0			
1.21E+07	4.755225	0	1.58E-02	0			
1.21E+07	4.754146	0	1.59E-02	0			
1.21E+07	4.753071	0	1.60E-02	0			
1.21E+07	4.752	0	1.60E-02	0			
1.21E+07	4.750932	0	1.61E-02	0			
1.21E+07	4.749868	0	1.62E-02	0			
1.22E+07	4.748807	0	1.63E-02	0			
1.22E+07	4.747749	0	1.64E-02	0			
1.22E+07	4.746697	0	1.65E-02	0			
1.22E+07	4.745646	0	1.66E-02	0			
1.22E+07	4.7446	0	1.67E-02	0			
1.22E+07	4.743557	0	1.68E-02	0			
1.23E+07	4.742517	0	1.69E-02	0			
1.23E+07	4.741482	0	1.70E-02	0			
1.23E+07	4.74045	0	1.71E-02	0			
1.23E+07	4.73942	0	1.72E-02	0			
1.23E+07	4.738396	0	1.73E-02	0			
1.23E+07	4.737373	0	1.74E-02	0			
1.23E+07	4.736355	0	1.75E-02	0			
1.24E+07	4.73534	0	1.76E-02	0			
1.24E+07	4.734329	0	1.77E-02	0			
1.24E+07	4.733322	0	1.78E-02	0			
1.24E+07	4.732318	0	1.79E-02	0			
1.24E+07	4.731317	0	1.81E-02	0			
1.24E+07	4.730321	0	1.82E-02	0			
1.25E+07	4.729327	0	1.83E-02	0			
1.25E+07	4.728337	0	1.84E-02	0			
1.25E+07	4.727351	0	1.85E-02	0			
1.25E+07	4.726368	0	1.86E-02	0			
1.25E+07	4.725389	0	1.87E-02	0			
1.25E+07	4.724413	0	1.88E-02	0			
1.25E+07	4.723441	0	1.89E-02	0			
1.26E+07	4.722473	0	1.91E-02	0			
1.26E+07	4.721507	0	1.92E-02	0			
1.26E+07	4.720546	0	1.93E-02	0			
1.26E+07	4.719588	0	1.94E-02	0			
1.26E+07	4.718634	0	1.95E-02	0			
1.26E+07	4.717683	0	1.96E-02	0			
1.27E+07	4.716736	0	1.98E-02	0			
1.27E+07	4.715791	0	1.99E-02	0			
1.27E+07	4.714852	0	2.00E-02	0			
1.27E+07	4.713915	0	2.01E-02	0			
1.27E+07	4.712982	0	2.02E-02	0			
1.27E+07	4.712053	0	2.04E-02	0			
1.28E+07	4.711127	0	2.05E-02	0			
1.28E+07	4.710205	0	2.06E-02	0			
1.28E+07	4.709286	0	2.07E-02	0			
1.28E+07	4.70837	0	2.09E-02	0			
1.28E+07	4.70746	0	2.10E-02	0			
1.28E+07	4.706551	0	2.11E-02	0			
1.28E+07	4.705648	0	2.12E-02	0			
1.29E+07	4.704747	0	2.14E-02	0			
1.29E+07	4.703851	0	2.15E-02	0			
1.29E+07	4.702957	0	2.16E-02	0			
1.29E+07	4.702068	0	2.18E-02	0			
1.29E+07	4.701181	0	2.19E-02	0			
1.29E+07	4.700301	0	2.20E-02	0			
1.30E+07	4.69942	0	2.22E-02	0			
1.30E+07	4.698547	0	2.23E-02	0			
1.30E+07	4.697676	0	2.25E-02	0			
1.30E+07	4.696808	0	2.26E-02	0			
1.30E+07	4.695989	0	2.27E-02	0			
1.30E+07	4.695173	0	2.28E-02	0			
1.30E+07	4.694357	0	2.29E-02	0			
1.31E+07	4.693544	0	2.30E-02	0			
1.31E+07	4.692733	0	2.31E-02	0			
1.31E+07	4.691923	0	2.32E-02	0			
1.31E+07	4.691114	0	2.33E-02	0			
1.31E+07	4.690308	0	2.34E-02	0			
1.31E+07	4.689504	0	2.35E-02	0			
1.31E+07	4.688701	0	2.36E-02	0			
1.31E+07	4.6879	0	2.37E-02	0			
1.32E+07	4.687101	0	2.38E-02	0			
1.32E+07	4.686304	0	2.39E-02	0			
1.32E+07	4.685508	0	2.40E-02	0			
1.32E+07	4.684715	0	2.41E-02	0			
1.32E+07	4.683923	0	2.42E-02	0			
1.32E+07	4.683133	0	2.43E-02	0			
1.32E+07	4.682345	0	2.44E-02	0			
1.33E+07	4.681558	0	2.46E-02	0			
1.33E+07	4.680773	0	2.47E-02	0			
1.33E+07	4.679991	0	2.48E-02	0			
1.33E+07	4.67921	0	2.49E-02	0			
1.33E+07	4.67843	0	2.50E-02	0			
1.33E+07	4.677654	0	2.51E-02	0			
1.33E+07	4.676877	0	2.52E-02	0			
1.33E+07	4.676104	0	2.53E-02	0			
1.34E+07	4.675332	0	2.54E-02	0			
1.34E+07	4.674562	0	2.55E-02	0			
1.34E+07	4.673793	0	2.57E-02	0			
1.34E+07	4.673028	0	2.58E-02	0			
1.34E+07	4.672263	0	2.59E-02	0			
1.34E+07	4.671501	0	2.60E-02	0			
1.34E+07	4.670739	0	2.61E-02	0			
1.34E+07	4.669981	0	2.62E-02	0			
1.35E+07	4.669224	0	2.64E-02	0			
1.35E+07	4.668468	0	2.65E-02	0			
1.35E+07	4.667715	0	2.66E-02	0			
1.35E+07	4.666964	0	2.67E-02	0			
1.35E+07	4.666213	0	2.68E-02	0			
1.35E+07	4.665467	0	2.69E-02	0			
1.35E+07	4.66472	0	2.71E-02	0			
1.36E+07	4.663976	0	2.72E-02	0			
1.36E+07	4.663235	0	2.73E-02	0			
1.36E+07	4.662495	0	2.74E-02	0			
1.36E+07	4.661756	0	2.76E-02	0			
1.36E+07	4.66102	0	2.77E-02	0			
1.36E+07	4.660286	0	2.78E-02	0			
1.36E+07	4.659553	0	2.79E-02	0			
1.36E+07	4.658822	0	2.81E-02	0			
1.37E+07	4.658095	0	2.82E-02	0			
1.37E+07	4.657367	0	2.83E-02	0			
1.37E+07	4.656644	0	2.84E-02	0			
1.37E+07	4.655921	0	2.86E-02	0			
1.37E+07	4.6552	0	2.87E-02	0			
1.37E+07	4.654482	0	2.88E-02	0			
1.37E+07	4.653765	0	0.02896416	0			
1.38E+07	4.65305	0	0.029096233	0			
1.38E+07	4.652339	0	0.029228946	0			
1.38E+07	4.651628	0	0.029362513	0			
1.38E+07	4.650921	0	0.029496726	0			
1.38E+07	4.650213	0	0.029631824	0			
1.38E+07	4.649509	0	0.029767579	0			
1.38E+07	4.648809	0	0.02990422	0			
1.38E+07	4.648109	0	0.030041536	0			
1.39E+07	4.647011	0	0.03021601	0			
1.39E+07	4.645917	0	0.030391729	0			
1.39E+07	4.644827	0	0.030568705	0			
1.39E+07	4.643741	0	0.03074696	0			
1.39E+07	4.642659	0	0.030926505	0			
1.40E+07	4.641582	0	0.03110736	0			
1.40E+07	4.640509	0	0.031289531	0			
1.40E+07	4.639441	0	0.03147305	0			
1.40E+07	4.634915	0	0.031726368	0			
1.41E+07	4.630408	0	0.031982303	0			
1.41E+07	4.625922	0	0.032240879	0			
1.41E+07	4.621456	0	0.032502172	0			
1.42E+07	4.617011	0	0.032766201	0			
1.42E+07	4.612585	0	0.033033035	0			
1.42E+07	4.608181	0	0.033302726	0			
1.43E+07	4.603798	0	0.033575306	0			
1.43E+07	4.599435	0	0.033850849	0			
1.43E+07	4.595095	0	0.034129415	0			
1.43E+07	4.590778	0	0.034411051	0			
1.44E+07	4.586482	0	0.034695821	0			
1.44E+07	4.582211	0	0.034983798	0			
1.44E+07	4.577962	0	0.03527505	0			
1.45E+07	4.57374	0	0.035569636	0			
1.45E+07	4.569542	0	0.035867642	0			
1.45E+07	4.565245	0	0.036121227	0			
1.46E+07	4.560966	0	0.036377286	0			
1.46E+07	4.556705	0	0.036635854	0			
1.46E+07	4.552461	0	0.03689698	0			
1.47E+07	4.548238	0	0.037160702	0			
1.47E+07	4.544032	0	0.037427068	0			
1.47E+07	4.539844	0	0.037696144	0			
1.48E+07	4.535676	0	0.03796796	0			
1.48E+07	4.531526	0	0.038242569	0			
1.48E+07	4.527396	0	0.038520022	0			
1.48E+07	4.523283	0	0.038800395	0			
1.49E+07	4.51919	0	0.039083716	0			
1.49E+07	4.515117	0	0.039370068	0			
1.49E+07	4.511064	0	0.039659496	0			
1.50E+07	4.507029	0	0.039952077	0			
1.50E+07	4.503015	0	0.040247857	0			
1.50E+07	4.497655	0	0.040477668	0			
1.51E+07	4.492318	0	0.040709461	0			
1.51E+07	4.487002	0	0.040943272	0			
1.51E+07	4.48171	0	0.041179123	0			
1.52E+07	4.476439	0	0.041417063	0			
1.52E+07	4.471193	0	0.041657114	0			
1.52E+07	4.465968	0	0.041899317	0			
1.53E+07	4.460767	0	0.042143714	0			
1.53E+07	4.455586	0	0.042390331	0			
1.53E+07	4.450429	0	0.042639201	0			
1.53E+07	4.445295	0	0.042890381	0			
1.54E+07	4.440184	0	0.043143909	0			
1.54E+07	4.435095	0	0.043399811	0			
1.54E+07	4.430028	0	0.043658147	0			
1.55E+07	4.424985	0	0.043918947	0			
1.55E+07	4.419965	0	0.044182263	0			
1.55E+07	4.414968	0	0.044448137	0			
1.56E+07	4.409993	0	0.044716624	0			
1.56E+07	4.405041	0	0.044987769	0			
1.56E+07	4.400111	0	0.045261619	0			
1.57E+07	4.395206	0	0.045538231	0			
1.57E+07	4.390323	0	0.045817647	0			
1.57E+07	4.385464	0	0.046099937	0			
1.58E+07	4.380627	0	0.046385155	0			
1.58E+07	4.375813	0	0.046673345	0			
1.58E+07	4.371024	0	0.046964585	0			
1.58E+07	4.366258	0	0.047258929	0			
1.59E+07	4.361515	0	0.047556444	0			
1.59E+07	4.356796	0	0.047857186	0			
1.59E+07	4.352101	0	0.048161243	0			
1.60E+07	4.34743	0	0.048468661	0			
1.60E+07	4.342783	0	0.048779527	0			
1.60E+07	4.339805	0	0.048895593	0			
1.60E+07	4.336838	0	0.049012084	0			
1.60E+07	4.333875	0	0.049129144	0			
1.61E+07	4.330921	0	0.049246617	0			
1.61E+07	4.327973	0	0.049364678	0			
1.61E+07	4.325034	0	0.049483169	0			
1.61E+07	4.3221	0	0.049602244	0			
1.61E+07	4.319175	0	0.049721768	0			
1.61E+07	4.316255	0	0.049841873	0			
1.62E+07	4.313345	0	0.049962433	0			
1.62E+07	4.310439	0	0.050083595	0			
