							
							
energy	total	scatter	capture	fission			
487.1315	4.401465	0	0.2344218	0			
487.4421	4.39506	0	0.2579924	0			
487.7527	4.392338	0	0.2854634	0			
488.0633	4.394674	0	0.3177447	0			
488.3738	4.40394	0	0.3560038	0			
488.6844	4.422733	0	0.4018115	0			
488.9949	4.454736	0	0.4572377	0			
489.3055	4.505485	0	0.5253238	0			
489.616	4.58334	0	0.6104151	0			
489.8601	4.671727	0	0.6933443	0			
490.1041	4.793801	0	0.795064	0			
490.3481	4.963071	0	0.9218573	0			
490.4701	5.07141	0	0.9973672	0			
490.5921	5.199978	0	1.082905	0			
490.7141	5.353203	0	1.180385	0			
490.8361	5.536781	0	1.29223	0			
490.9581	5.75815	0	1.421553	0			
491.0801	6.02724	0	1.572434	0			
491.2021	6.3576	0	1.750343	0			
491.3241	6.768278	0	1.962821	0			
491.4461	7.286946	0	2.220603	0			
491.5681	7.955277	0	2.539506	0			
491.6901	8.83824	0	2.94365	0			
491.7511	9.390576	0	3.188757	0			
491.8121	10.03986	0	3.47083	0			
491.8731	10.80938	0	3.798134	0			
491.9341	11.72875	0	4.181079	0			
491.9951	12.83544	0	4.63272	0			
492.0561	14.17651	0	5.169318	0			
492.1171	15.81047	0	5.810925	0			
492.1781	17.80917	0	6.581965	0			
492.2391	20.25952	0	7.511739	0			
492.3001	23.26472	0	8.634774	0			
492.3611	26.94482	0	9.990888	0			
492.4221	31.43609	0	11.62487	0			
492.4831	36.88877	0	13.5856	0			
492.5441	43.46289	0	15.92452	0			
492.6107	52.11313	0	18.97077	0			
492.6772	62.48123	0	22.58647	0			
492.7438	74.77482	0	26.83504	0			
492.8103	89.08425	0	31.73841	0			
492.8769	105.5067	0	37.32034	0			
492.9434	123.9491	0	43.53946	0			
493.0099	144.2707	0	50.33853	0			
493.0764	166.1715	0	57.60711	0			
493.2317	220.706	0	75.43979	0			
493.387	272.8183	0	92.03507	0			
493.454	291.949	0	97.94798	0			
493.521	307.8615	0	102.7219	0			
493.588	319.847	0	106.134	0			
493.655	327.361	0	108.0199	0			
493.7	329.7201	0	108.3802	0			
493.769	329.0337	0	107.4976	0			
493.8379	323.2358	0	104.9313	0			
493.9068	312.6667	0	100.8142	0			
493.9757	297.8958	0	95.35384	0			
494.0474	278.8731	0	88.53028	0			
494.1191	257.095	0	80.87568	0			
494.2625	209.3824	0	64.45638	0			
494.394	166.0443	0	49.83815	0			
494.4598	145.9753	0	43.15157	0			
494.5255	127.5082	0	37.04577	0			
494.5913	110.7978	0	31.56257	0			
494.657	95.98961	0	26.74073	0			
494.7228	83.03609	0	22.55601	0			
494.7885	71.89797	0	18.98743	0			
494.8513	62.80713	0	16.09963	0			
494.914	55.10156	0	13.67361	0			
494.9768	48.59845	0	11.64564	0			
495.0395	43.15822	0	9.966446	0			
495.1023	38.60887	0	8.577634	0			
495.165	34.82238	0	7.435259	0			
495.2278	31.65899	0	6.492762	0			
495.2905	29.01794	0	5.716209	0			
495.3533	26.79632	0	5.0719	0			
495.416	24.92254	0	4.536093	0			
495.4788	23.32585	0	4.086007	0			
495.5415	21.95889	0	3.706149	0			
495.6043	20.77508	0	3.381791	0			
495.667	19.74454	0	3.103286	0			
495.7298	18.83718	0	2.86131	0			
495.7925	18.03464	0	2.650003	0			
495.9121	16.73199	0	2.312889	0			
496.0316	15.66099	0	2.04162	0			
496.1512	14.76239	0	1.818504	0			
496.2707	13.99824	0	1.632278	0			
496.3903	13.33923	0	1.474487	0			
496.5098	12.76597	0	1.339527	0			
496.6293	12.26248	0	1.222905	0			
496.7488	11.81695	0	1.12132	0			
496.8684	11.4198	0	1.032145	0			
496.9879	11.06433	0	0.9535124	0			
497.2269	10.45465	0	0.8215052	0			
497.466	9.951395	0	0.7155731	0			
497.705	9.530079	0	0.6292709	0			
497.9919	9.107543	0	0.5451773	0			
498.2788	8.755351	0	0.477198	0			
498.5657	8.457668	0	0.4214158	0			
498.8525	8.202848	0	0.3750065	0			
499.1394	7.982072	0	0.3358834	0			
499.4263	7.789133	0	0.3025885	0			
499.7132	7.619294	0	0.2740306	0			
500	7.468869	0	0.2493726	0			
500.3573	7.304042	0	0.2230943	0			
500.7146	7.159999	0	0.2008136	0			
501.0719	7.033131	0	0.1817578	0			
501.4291	6.92067	0	0.165343	0			
501.7864	6.820422	0	0.151117	0			
502.1437	6.730638	0	0.1387243	0			
502.8582	6.575787	0	0.1181518	0			
503.5728	6.446518	0	0.1017939	0			
504.2873	6.337521	0	0.08864779	0			
505.0019	6.244456	0	0.07793165	0			
505.7164	6.164098	0	0.06908168	0			
506.3417	6.102263	0	0.06254077	0			
506.9669	6.047029	0	0.05690631	0			
507.5922	5.997375	0	0.05201595	0			
508.2174	5.952505	0	0.04774486	0			
509.4679	5.87455	0	0.04067478	0			
510.7183	5.809148	0	0.03510468	0			
511.9688	5.753972	0	0.03069188	0			
513.2192	5.705797	0	0.02703388	0			
514.4697	5.663749	0	0.02400838	0			
515.7201	5.62676	0	0.02148199	0			
517.0599	5.591727	0	0.01920904	0			
518.3997	5.560633	0	0.0172919	0			
519.7395	5.532827	0	0.0156592	0			
521.0792	5.507795	0	0.01425678	0			
522.419	5.485122	0	0.0130426	0			
523.7588	5.464477	0	0.01198408	0			
525.0986	5.445597	0	0.01105612	0			
526.4383	5.428574	0	0.01025943	0			
529.1179	5.397598	0	0.008875286	0			
531.7974	5.370881	0	0.007767487	0			
534.4769	5.347561	0	0.006866677	0			
537.1564	5.326992	0	0.006123662	0			
539.836	5.308679	0	0.005503016	0			
542.5155	5.292243	0	0.00497879	0			
545.1951	5.277381	0	0.004531548	0			
547.8746	5.263857	0	0.004146642	0			
550.5542	5.251478	0	0.003812771	0			
553.2337	5.240091	0	0.003521192	0			
555.9132	5.229566	0	0.003264978	0			
558.5927	5.219976	0	0.003045219	0			
563.9518	5.202295	0	0.002661898	0			
569.3109	5.186764	0	0.002355211	0			
574.67	5.172962	0	0.002106287	0			
580.029	5.160572	0	0.001901824	0			
585.7454	5.148623	0	0.001721479	0			
591.4618	5.137748	0	0.001571676	0			
597.1782	5.127765	0	0.001446222	0			
602.8945	5.118529	0	0.001340477	0			
608.6109	5.109923	0	0.001250907	0			
614.3272	5.101855	0	0.001174966	0			
625.7599	5.086996	0	0.001055191	0			
637.1926	5.073431	0	9.69E-04	0			
648.6253	5.060779	0	9.09E-04	0			
660.058	5.048731	0	8.70E-04	0			
671.4907	5.037026	0	8.49E-04	0			
682.9234	5.025425	0	8.46E-04	0			
694.3562	5.013698	0	8.59E-04	0			
705.7889	5.001602	0	8.91E-04	0			
717.2216	4.988867	0	9.44E-04	0			
728.6543	4.975169	0	0.001022406	0			
740.087	4.960114	0	0.001133385	0			
745.8034	4.951916	0	0.001204489	0			
751.5197	4.943152	0	0.001288845	0			
757.2361	4.933729	0	0.00138888	0			
762.9524	4.923524	0	0.001507969	0			
768.6688	4.91239	0	0.001650526	0			
774.3851	4.900141	0	0.001822395	0			
779.7442	4.887436	0	0.002017268	0			
785.1033	4.873289	0	0.002254189	0			
790.4624	4.857393	0	0.002545347	0			
795.8215	4.839355	0	0.002907699	0			
798.5011	4.829595	0	0.00311479	0			
801.1806	4.818926	0	0.003355106	0			
803.8602	4.807427	0	0.003627363	0			
806.5397	4.794989	0	0.003937378	0			
809.2193	4.781482	0	0.00429247	0			
811.8988	4.76675	0	0.00470179	0			
814.5783	4.750606	0	0.005177026	0			
817.2578	4.732821	0	0.005733191	0			
820.116	4.71173	0	0.006437693	0			
822.9742	4.688049	0	0.007287527	0			
825.8324	4.66125	0	0.008325555	0			
828.6905	4.630657	0	0.009611686	0			
831.5487	4.595512	0	0.0112208	0			
832.9778	4.575896	0	0.01218215	0			
834.4069	4.554531	0	0.01328595	0			
835.836	4.531306	0	0.01455056	0			
837.2651	4.505966	0	0.01600873	0			
838.6942	4.478206	0	0.01770217	0			
840.1232	4.447662	0	0.0196843	0			
841.6417	4.411654	0	0.02218561	0			
843.1601	4.371348	0	0.02520384	0			
844.6785	4.325924	0	0.02889254	0			
846.1969	4.274348	0	0.03346661	0			
847.7153	4.215323	0	0.03922995	0			
848.4745	4.182682	0	0.04265461	0			
849.2337	4.147615	0	0.04653824	0			
849.9929	4.109519	0	0.05103104	0			
850.7521	4.068162	0	0.05623063	0			
851.5113	4.023208	0	0.06227602	0			
852.2705	3.974196	0	0.06936036	0			
853.0744	3.917268	0	0.07827722	0			
853.8782	3.854431	0	0.08904545	0			
854.6821	3.784785	0	0.1022216	0			
855.4859	3.707319	0	0.1185799	0			
856.2898	3.620875	0	0.1392237	0			
856.6917	3.573945	0	0.151603	0			
857.0936	3.524351	0	0.1656835	0			
857.4956	3.471893	0	0.1818343	0			
857.8975	3.416406	0	0.2005275	0			
858.2994	3.357755	0	0.222349	0			
858.7013	3.29594	0	0.248017	0			
859.1256	3.227403	0	0.2803341	0			
859.5499	3.155917	0	0.3195001	0			
859.9742	3.082367	0	0.3676155	0			
860.3984	3.00847	0	0.4276338	0			
860.6106	2.972266	0	0.4634005	0			
860.8227	2.93733	0	0.5038869	0			
861.0349	2.904442	0	0.5500234	0			
861.247	2.874749	0	0.602895	0			
861.4592	2.849766	0	0.6639999	0			
861.6713	2.831664	0	0.7351562	0			
861.8834	2.823445	0	0.8188487	0			
862.0955	2.829411	0	0.9183494	0			
862.2965	2.853802	0	1.03125	0			
862.4975	2.904429	0	1.167594	0			
862.6985	2.993325	0	1.334905	0			
862.8994	3.139783	0	1.544391	0			
862.9999	3.244267	0	1.670325	0			
863.1004	3.377498	0	1.814494	0			
863.2009	3.548333	0	1.981328	0			
863.3013	3.769032	0	2.176654	0			
863.4018	4.057887	0	2.409208	0			
863.5023	4.440382	0	2.69047	0			
863.5526	4.677976	0	2.854412	0			
863.6028	4.953425	0	3.036765	0			
863.653	5.274267	0	3.240897	0			
863.7032	5.648948	0	3.470405	0			
863.7563	6.115	0	3.745484	0			
863.8093	6.665419	0	4.058926	0			
863.8624	7.31888	0	4.418785	0			
863.9154	8.092399	0	4.831706	0			
863.9685	9.011706	0	5.308533	0			
864.0215	10.09972	0	5.858127	0			
864.0745	11.38831	0	6.493458	0			
864.1275	12.91196	0	7.228242	0			
864.1806	14.71329	0	8.079554	0			
864.2336	16.82898	0	9.061214	0			
864.2867	19.31516	0	10.19561	0			
864.3397	22.21473	0	11.49858	0			
864.3928	25.59494	0	12.99651	0			
864.4458	29.50242	0	14.70617	0			
864.4988	34.00465	0	16.65317	0			
864.5518	39.1643	0	18.86057	0			
864.6132	46.04548	0	21.773	0			
864.6746	53.98506	0	25.09786	0			
864.736	63.06713	0	28.86384	0			
864.7974	73.36216	0	33.09356	0			
864.8588	84.92139	0	37.80141	0			
864.9202	97.77114	0	42.99139	0			
864.9816	111.907	0	48.65498	0			
865.0429	127.2627	0	54.75891	0			
865.1434	154.8953	0	65.62919	0			
865.2439	185.0206	0	77.32567	0			
865.4449	248.6922	0	101.5098	0			
865.5677	286.0448	0	115.2845	0			
865.6905	318.7361	0	126.9456	0			
865.8166	344.5081	0	135.6161	0			
865.9426	359.9346	0	140.0659	0			
866	363.0976	0	140.5515	0			
866.0192	363.5944	0	140.4931	0			
866.0735	363.4676	0	139.7303	0			
866.1277	361.102	0	138.1025	0			
866.2361	349.9414	0	132.396	0			
866.3766	324.2213	0	120.8101	0			
866.517	288.9946	0	105.839	0			
866.7649	216.2007	0	76.19112	0			
866.8889	180.2565	0	61.96117	0			
867.0128	147.3617	0	49.14509	0			
867.1203	122.1946	0	39.48049	0			
867.174	110.9328	0	35.19993	0			
867.2277	100.5668	0	31.28707	0			
867.2814	91.09095	0	27.73565	0			
867.3351	82.48458	0	24.53392	0			
867.3888	74.71483	0	21.66571	0			
867.4425	67.73921	0	19.11149	0			
867.4963	61.49731	0	16.84547	0			
867.55	55.9581	0	14.85278	0			
867.6037	51.05261	0	13.10506	0			
867.6574	46.72333	0	11.57846	0			
867.7111	42.91349	0	10.24974	0			
867.7648	39.5682	0	9.096693	0			
867.8185	36.63537	0	8.098438	0			
867.8722	34.06636	0	7.235656	0			
867.9177	32.14098	0	6.597486	0			
867.9631	30.42315	0	6.035276	0			
868.0086	28.88249	0	5.537689	0			
868.054	27.50512	0	5.098939	0			
868.1449	25.15464	0	4.365985	0			
868.2358	23.24481	0	3.788208	0			
868.3267	21.6757	0	3.328137	0			
868.4176	20.36996	0	2.957182	0			
868.5085	19.26861	0	2.65384	0			
868.5994	18.32704	0	2.402116	0			
868.6903	17.51169	0	2.190182	0			
868.7812	16.79736	0	2.00931	0			
868.8721	16.16502	0	1.853046	0			
868.963	15.60022	0	1.716578	0			
869.1448	14.63118	0	1.48941	0			
869.3265	13.82744	0	1.307864	0			
869.5083	13.14754	0	1.159377	0			
869.6901	12.56436	0	1.035934	0			
869.8719	12.05825	0	0.931912	0			
870.0537	11.61469	0	0.8432641	0			
870.2355	11.22271	0	0.7669969	0			
870.4173	10.87383	0	0.7008429	0			
870.5991	10.56136	0	0.6430507	0			
870.7809	10.27994	0	0.5922442	0			
871.1445	9.793665	0	0.5074095	0			
871.5081	9.388577	0	0.4398206	0			
871.8717	9.04627	0	0.3850805	0			
872.2352	8.753545	0	0.3401313	0			
872.5823	8.51104	0	0.3042829	0			
872.9294	8.297867	0	0.2738663	0			
873.2765	8.108859	0	0.2477927	0			
873.6235	7.940158	0	0.2252621	0			
873.9706	7.788667	0	0.2056556	0			
874.3176	7.652057	0	0.188508	0			
874.6647	7.528231	0	0.1734214	0			
875.0117	7.415569	0	0.1600867	0			
875.7058	7.218144	0	0.1376609	0			
876.3999	7.050915	0	0.1196506	0			
877.094	6.907494	0	0.1049652	0			
877.7881	6.783212	0	0.09283743	0			
878.4492	6.679589	0	0.08317471	0			
879.1103	6.587982	0	0.07499162	0			
879.7714	6.505912	0	0.06794144	0			
880.4324	6.43185	0	0.06180808	0			
881.0935	6.364872	0	0.05646088	0			
881.7546	6.304087	0	0.05177922	0			
883.0767	6.197977	0	0.04400942	0			
884.3989	6.10845	0	0.03786687	0			
885.721	6.031918	0	0.0329273	0			
887.0431	5.965741	0	0.02889537	0			
888.3652	5.907952	0	0.02556154	0			
889.8196	5.852293	0	0.02251994	0			
891.2739	5.803604	0	0.02000184	0			
892.7283	5.760926	0	0.01791322	0			
894.1826	5.722235	0	0.0160955	0			
895.637	5.687591	0	0.01454414	0			
897.0913	5.656494	0	0.01322017	0			
897.4549	5.649199	0	0.01298409	0			
897.6367	5.645777	0	0.01301028	0			
897.8185	5.642791	0	0.01337686	0			
897.9094	5.641627	0	0.0138328	0			
898.0003	5.640842	0	0.01461092	0			
898.0912	5.640626	0	0.01587868	0			
898.1367	5.640813	0	0.01676834	0			
898.1821	5.64125	0	0.01787413	0			
898.2276	5.64199	0	0.01924517	0			
898.273	5.643087	0	0.02092673	0			
898.3185	5.644614	0	0.0229855	0			
898.3639	5.64664	0	0.02548015	0			
898.4094	5.649263	0	0.02849882	0			
898.4548	5.652569	0	0.03211507	0			
898.5002	5.656674	0	0.03643189	0			
898.5456	5.661699	0	0.04155699	0			
898.5911	5.667794	0	0.04762339	0			
898.6365	5.675081	0	0.05473417	0			
898.682	5.68375	0	0.06306149	0			
898.7274	5.693935	0	0.07271932	0			
898.7729	5.705863	0	0.08391053	0			
898.8183	5.719672	0	0.09675392	0			
898.8638	5.735623	0	0.1114811	0			
898.9092	5.753849	0	0.1282066	0			
898.9547	5.774638	0	0.1471859	0			
899.0001	5.798104	0	0.1685168	0			
899.0456	5.824553	0	0.1924716	0			
899.091	5.854065	0	0.2191157	0			
899.1365	5.886952	0	0.2487279	0			
899.1819	5.923237	0	0.2813245	0			
899.2274	5.963228	0	0.3171781	0			
899.2728	6.00687	0	0.356238	0			
899.3637	6.105818	0	0.444602	0			
899.4546	6.220405	0	0.546697	0			
899.5455	6.350322	0	0.6622423	0			
899.6364	6.494549	0	0.7903344	0			
899.8182	6.818279	0	1.07739	0			
899.9999	7.169925	0	1.388736	0			
900.0001	7.170318	0	1.389083	0			
900.0978	7.361347	0	1.55808	0			
900.1955	7.547914	0	1.723056	0			
900.3908	7.891289	0	2.026528	0			
900.5861	8.175405	0	2.277487	0			
900.7814	8.389194	0	2.466246	0			
900.9767	8.535473	0	2.595353	0			
901.172	8.626447	0	2.675619	0			
901.5626	8.704102	0	2.744095	0			
903.1251	8.721562	0	2.759331	0			
906.2501	8.714398	0	2.752681	0			
912.5001	8.700069	0	2.73938	0			
925.0001	8.67141	0	2.712778	0			
950.0001	8.614092	0	2.659575	0			
1000	8.499612	0	2.553316	0			
1125	8.286008	0	2.357142	0			
1250	8.107846	0	2.194526	0			
1500	7.822781	0	1.936954	0			
1700	7.643887	0	1.786771	0			
2000	7.430748	0	1.61006	0			
2250	7.290225	0	1.501502	0			
2500	7.170915	0	1.41064	0			
3000	6.984705	0	1.269579	0			
3500	6.844243	0	1.16941	0			
4000	6.734438	0	1.090542	0			
5000	6.574084	0	0.9754331	0			
6000	6.463082	0	0.8943518	0			
7000	6.382591	0	0.8335857	0			
8000	6.32207	0	0.7834274	0			
10000	6.23937	0	0.7074517	0			
12500	6.178111	0	0.6393489	0			
15000	6.143015	0	0.5831408	0			
17000	6.126281	0	0.5494164	0			
20000	6.113004	0	0.5055925	0			
22500	6.110056	0	0.4731082	0			
25000	6.109326	0	0.4458224	0			
30000	6.117817	0	0.4023448	0			
35000	6.132208	0	0.3682828	0			
40000	6.149474	0	0.3400137	0			
45000	6.168368	0	0.3168401	0			
50000	6.186869	0	0.2974528	0			
60000	6.22361	0	0.2671493	0			
70000	6.257638	0	0.2443089	0			
80000	6.288243	0	0.2265382	0			
89999.95	6.314715	0	0.2128792	0			
99999.9	6.343317	0	0.2013794	0			
100000.1	6.343414	0	0.2013797	0			
100049	6.347397	0	0.2013615	0			
100097.8	6.347367	0	0.2013261	0			
100195.5	6.347307	0	0.2012553	0			
100390.8	6.347188	0	0.2011139	0			
100781.4	6.346948	0	0.2008309	0			
101562.6	6.34647	0	0.2002649	0			
103125.1	6.345513	0	0.1991329	0			
106250.1	6.343599	0	0.196869001	0			
112500.1	6.339772	0	0.192341101	0			
125000.1	6.332117	0	0.183285803	0			
150000	6.320824	0	0.169703905	0			
200000	6.318307	0	0.15637651	0			
250000	6.325792	0	0.150322315	0			
300000	6.337781	0	0.14783142	0			
500000	6.39112	0	0.15319024	0			
501666	6.391456	0	0.153284841	0			
501859.7	6.39147	0	0.153226241	0			
502053.4	6.391483	0	0.153165541	0			
502440.8	6.391509	0	0.153044041	0			
503215.5	6.391561	0	0.152800941	0			
504765	6.391666	0	0.152314941	0			
507864	6.391874	0	0.151342842	0			
514061.9	6.392352	0	0.149444843	0			
526457.8	6.3935	0	0.145799245	0			
551249.5	6.396461	0	0.139038649	0			
576041.3	6.400078	0	0.132815554	0			
600833	6.404297	0	0.127101059	0			
613228.9	6.406583	0	0.124394762	0			
619426.9	6.407446	0	0.122868563	0			
620976.4	6.407386	0	0.122315463	0			
622525.9	6.407326	0	0.121762364	0			
625624.8	6.407205	0	0.120656164	0			
638020.7	6.406877	0	0.116385767	0			
650416.5	6.406854	0	0.112422071	0			
700000	6.408363	0	0.098207895	0			
725000	6.406515	0	0.096008033	0			
731250	6.405656	0	0.095578985	0			
737500	6.404816	0	0.095156667	0			
750000	6.403195	0	0.094333022	0			
800000	6.397197	0	0.091209413	0			
850000	6.384275	0	0.090079768	0			
900000	6.372406	0	0.089027928	0			
947580	6.353877	0	0.088923092	0			
995160	6.336547	0	0.088819942	0			
995164.8	6.336545	0	0.088818782	0			
995169.5	6.336543	0	0.088817452	0			
995174.3	6.336541	0	0.088815932	0			
995179	6.336539	0	0.088814292	0			
995188.5	6.336535	0	0.088810622	0			
995197.9	6.336531	0	0.088806693	0			
995235.7	6.336515	0	0.088790043	0			
995311.3	6.336482	0	0.088756483	0			
995462.5	6.336416	0	0.088689353	0			
995765	6.336283	0	0.088555053	0			
996370	6.336019	0	0.088286454	0			
997580	6.33549	0	0.087749255	0			
1000000	6.334429	0	0.086678297	0			
1005372	6.330716	0	0.086490312	0			
1010743	6.327001	0	0.086305807	0			
1021485	6.319671	0	0.085941086	0			
1042969	6.305372	0	0.085227077	0			
1085938	6.278187	0	0.083859773	0			
1171875	6.22876	0	0.081338318	0			
1250000	6.188801	0	0.079262426	0			
1291340	6.158567	0	0.079641235	0			
1291475	6.15845	0	0.079639245	0			
1291610	6.158332	0	0.079637006	0			
1291879	6.158096	0	0.079632546	0			
1292418	6.157624	0	0.079623608	0			
1293495	6.156681	0	0.07960574	0			
1295650	6.154794	0	0.079569995	0			
1299959	6.15102	0	0.079498516	0			
1308578	6.143473	0	0.079355546	0			
1325815	6.128746	0	0.079074369	0			
1360290	6.100346	0	0.078525724	0			
1429240	6.047442	0	0.07747949	0			
1429310	6.04738	0	0.07747729	0			
1429379	6.047317	0	0.07747492	0			
1429517	6.047191	0	0.077470191	0			
1429793	6.046938	0	0.077460732	0			
1430346	6.046433	0	0.077441774	0			
1431452	6.045422	0	0.077403868	0			
1433663	6.0434	0	0.077328076	0			
1438085	6.039357	0	0.077176483	0			
1446930	6.031271	0	0.076873296	0			
1464620	6.015495	0	0.076278927	0			
1500000	5.985079	0	0.075125143	0			
1574070	5.912349	0	0.075300824	0			
1648140	5.845547	0	0.075469236	0			
1648143	5.845544	0	0.075469236	0			
1648242	5.845441	0	0.075469137	0			
1648341	5.845337	0	0.075469008	0			
1648538	5.845131	0	0.075468729	0			
1648932	5.844719	0	0.075468182	0			
1649721	5.843894	0	0.075467098	0			
1651299	5.842244	0	0.075464921	0			
1654455	5.838943	0	0.075460565	0			
1660766	5.832344	0	0.075451855	0			
1673388	5.81934	0	0.075434578	0			
1698632	5.793906	0	0.075400448	0			
1749120	5.74522	0	0.075331997	0			
1749122	5.745218	0	0.075331827	0			
1749126	5.745214	0	0.075331467	0			
1749129	5.745211	0	0.075331167	0			
1749136	5.745203	0	0.075330397	0			
1749143	5.745196	0	0.075329537	0			
1749150	5.745188	0	0.075328587	0			
1749164	5.745174	0	0.075326528	0			
1749177	5.74516	0	0.075324488	0			
1749205	5.745132	0	0.075319958	0			
1749232	5.745104	0	0.075315568	0			
1749342	5.744993	0	0.07529767	0			
1749561	5.744771	0	0.075262032	0			
1749781	5.744548	0	0.075226244	0			
1749891	5.744437	0	0.075208345	0			
1749946	5.744381	0	0.075199436	0			
1750000	5.744326	0	0.075192287	0			
1750101	5.744221	0	0.075189388	0			
1750201	5.744117	0	0.075188189	0			
1750401	5.74391	0	0.075185781	0			
1750802	5.743493	0	0.075180965	0			
1751603	5.742661	0	0.075171334	0			
1753205	5.740997	0	0.075152062	0			
1756409	5.737669	0	0.075113537	0			
1762818	5.731012	0	0.075036468	0			
1775635	5.717899	0	0.074883785	0			
1801270	5.692251	0	0.07458248	0			
1801276	5.692245	0	0.07458237	0			
1801315	5.692204	0	0.074581561	0			
1801335	5.692183	0	0.074581101	0			
1801354	5.692163	0	0.074580662	0			
1801393	5.692123	0	0.074579752	0			
1801432	5.692082	0	0.074578853	0			
1801587	5.691922	0	0.074575255	0			
1801897	5.6916	0	0.074568069	0			
1802518	5.690956	0	0.074553667	0			
1803760	5.689669	0	0.074524853	0			
1806244	5.687094	0	0.074467236	0			
1811212	5.681943	0	0.074352002	0			
1821148	5.671643	0	0.074121544	0			
1841020	5.651504	0	0.073668356	0			
1841022	5.651502	0	0.073668306	0			
1841159	5.65136	0	0.073664118	0			
1841296	5.651218	0	0.07365983	0			
1841570	5.650935	0	0.073651264	0			
1842118	5.650368	0	0.073634142	0			
1843213	5.649235	0	0.073599919	0			
1845404	5.646968	0	0.073531442	0			
1849786	5.642434	0	0.073394488	0			
1858550	5.63339	0	0.073121131	0			
1867314	5.624506	0	0.07285151	0			
1871696	5.620064	0	0.0727167	0			
1873887	5.617838	0	0.072649595	0			
1874024	5.617691	0	0.072645898	0			
1874161	5.617544	0	0.07264221	0			
1874435	5.617249	0	0.072634835	0			
1874982	5.616661	0	0.072620114	0			
1876077	5.615483	0	0.072590632	0			
1880459	5.61077	0	0.072472647	0			
1884841	5.606056	0	0.072354671	0			
1893604	5.596631	0	0.07211875	0			
1911131	5.578197	0	0.071654978	0			
1946186	5.542362	0	0.070747559	0			
1963713	5.524773	0	0.070331544	0			
1968095	5.520224	0	0.070268573	0			
1972477	5.515674	0	0.070205603	0			
1981240	5.506574	0	0.070079512	0			
1981242	5.506572	0	0.070079472	0			
1981261	5.506552	0	0.070079023	0			
1981270	5.506543	0	0.070078793	0			
1981279	5.506534	0	0.070078553	0			
1981298	5.506514	0	0.070078023	0			
1981316	5.506495	0	0.070077524	0			
1981389	5.50642	0	0.070075446	0			
1981536	5.506267	0	0.070071269	0			
1981829	5.505963	0	0.070062946	0			
1982415	5.505355	0	0.0700463	0			
1983587	5.504139	0	0.070013008	0			
1985932	5.501706	0	0.069946384	0			
1990621	5.496841	0	0.069813176	0			
1991208	5.496232	0	0.06979597	0			
1991355	5.496079	0	0.069790804	0			
1991501	5.495927	0	0.069785657	0			
1991794	5.495622	0	0.069775345	0			
1992966	5.494404	0	0.069734104	0			
1995311	5.491966	0	0.069651571	0			
2000000	5.487091	0	0.069486747	0			
2021185	5.464847	0	0.069109017	0			
2042370	5.443127	0	0.068737466	0			
2042374	5.443123	0	0.068737426	0			
2060277	5.424409	0	0.068574431	0			
2078180	5.406051	0	0.068413243	0			
2078185	5.406043	0	0.068413133	0			
2090343	5.393412	0	0.068154361	0			
2102500	5.380951	0	0.067898082	0			
2115281	5.365097	0	0.067549796	0			
2128061	5.349458	0	0.067205414	0			
2140842	5.33403	0	0.066864816	0			
2153622	5.31881	0	0.066527981	0			
2166403	5.303792	0	0.066194811	0			
2179183	5.288977	0	0.065865285	0			
2191963	5.274357	0	0.065539314	0			
2204743	5.25993	0	0.065216856	0			
2217524	5.245692	0	0.064897814	0			
2230304	5.23164	0	0.064582185	0			
2243084	5.217772	0	0.064269882	0			
2255864	5.204083	0	0.063960873	0			
2268645	5.190571	0	0.063655058	0			
2281425	5.177232	0	0.063352439	0			
2294205	5.164063	0	0.063052955	0			
2306985	5.151064	0	0.062756546	0			
2319766	5.138226	0	0.062463143	0			
2332546	5.125553	0	0.062172744	0			
2345327	5.113038	0	0.061885261	0			
2358107	5.100681	0	0.061600684	0			
2370888	5.088476	0	0.061318933	0			
2383668	5.076425	0	0.061040017	0			
2396448	5.064521	0	0.060763847	0			
2409228	5.052764	0	0.060490403	0			
2422009	5.041151	0	0.060219616	0			
2434789	5.02968	0	0.059951485	0			
2447569	5.018348	0	0.05968596	0			
2460349	5.007155	0	0.059422992	0			
2473130	4.996095	0	0.059162531	0			
2485910	4.985169	0	0.058904566	0			
2498690	4.974374	0	0.058649069	0			
2511470	4.963707	0	0.058395969	0			
2526737	4.948898	0	0.058096746	0			
2542004	4.934306	0	0.057800864	0			
2557271	4.919928	0	0.057508264	0			
2572537	4.905759	0	0.057218914	0			
2587804	4.891793	0	0.056932716	0			
2603070	4.87803	0	0.05664966	0			
2618337	4.864463	0	0.056369656	0			
2633603	4.851091	0	0.056092684	0			
2648870	4.837908	0	0.055818675	0			
2664136	4.824912	0	0.055547599	0			
2679403	4.812098	0	0.055279387	0			
2694669	4.799466	0	0.055014018	0			
2709936	4.787008	0	0.054751423	0			
2725202	4.774725	0	0.054491583	0			
2740469	4.762611	0	0.054234428	0			
2755735	4.750667	0	0.053979947	0			
2771002	4.738884	0	0.053728063	0			
2786269	4.727264	0	0.053478754	0			
2801536	4.715801	0	0.053231981	0			
2816802	4.704496	0	0.052987715	0			
2832069	4.693342	0	0.052745907	0			
2847335	4.682341	0	0.052506526	0			
2862602	4.671486	0	0.052269523	0			
2877868	4.660778	0	0.052034888	0			
2893135	4.650211	0	0.051802543	0			
